"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2019 00:00 - 01/01/2019 00:15","BZN|NL","11267.78","12536.12"
"01/01/2019 00:15 - 01/01/2019 00:30","BZN|NL","11279.78","12480.87"
"01/01/2019 00:30 - 01/01/2019 00:45","BZN|NL","11287.25","12350.08"
"01/01/2019 00:45 - 01/01/2019 01:00","BZN|NL","11304.48","12196.21"
"01/01/2019 01:00 - 01/01/2019 01:15","BZN|NL","11265.80","12005.83"
"01/01/2019 01:15 - 01/01/2019 01:30","BZN|NL","11251.71","11866.27"
"01/01/2019 01:30 - 01/01/2019 01:45","BZN|NL","11184.59","11751.09"
"01/01/2019 01:45 - 01/01/2019 02:00","BZN|NL","11072.44","11617.36"
"01/01/2019 02:00 - 01/01/2019 02:15","BZN|NL","11042.94","11521.78"
"01/01/2019 02:15 - 01/01/2019 02:30","BZN|NL","11001.69","11451.07"
"01/01/2019 02:30 - 01/01/2019 02:45","BZN|NL","10883.48","11367.00"
"01/01/2019 02:45 - 01/01/2019 03:00","BZN|NL","10805.33","11301.85"
"01/01/2019 03:00 - 01/01/2019 03:15","BZN|NL","10802.79","11277.87"
"01/01/2019 03:15 - 01/01/2019 03:30","BZN|NL","10702.67","11282.07"
"01/01/2019 03:30 - 01/01/2019 03:45","BZN|NL","10634.05","11327.70"
"01/01/2019 03:45 - 01/01/2019 04:00","BZN|NL","10526.81","11348.38"
"01/01/2019 04:00 - 01/01/2019 04:15","BZN|NL","10443.23","11360.43"
"01/01/2019 04:15 - 01/01/2019 04:30","BZN|NL","10430.41","11383.51"
"01/01/2019 04:30 - 01/01/2019 04:45","BZN|NL","10398.01","11420.30"
"01/01/2019 04:45 - 01/01/2019 05:00","BZN|NL","10381.78","11516.90"
"01/01/2019 05:00 - 01/01/2019 05:15","BZN|NL","10441.38","11612.20"
"01/01/2019 05:15 - 01/01/2019 05:30","BZN|NL","10401.27","11747.52"
"01/01/2019 05:30 - 01/01/2019 05:45","BZN|NL","10451.52","11954.06"
"01/01/2019 05:45 - 01/01/2019 06:00","BZN|NL","10469.00","12211.08"
