"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|NL","4560.00","4560.00"," ","1972.84"
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|NL","4560.00","4560.00"," ","2161.29"
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|NL","4560.00","4560.00"," ","2270.04"
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|NL","4594.00","4594.00"," ","2317.29"
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|NL","4658.00","4658.00"," ","2386.10"
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|NL","4721.00","4721.00"," ","2373.04"
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|NL","4785.00","4785.00"," ","2352.64"
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|NL","4808.00","4808.00"," ","2314.42"
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|NL","4785.00","4785.00"," ","2367.18"
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|NL","4762.00","4762.00"," ","2351.14"
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|NL","4741.00","4741.00"," ","2259.81"
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|NL","4671.00","4671.00"," ","2065.60"
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|NL","4558.00","4558.00"," ","1905.85"
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|NL","4444.00","4444.00"," ","1763.13"
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|NL","4332.00","4332.00"," ","1739.91"
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|NL","4187.00","4187.00"," ","1815.83"
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|NL","4009.00","4009.00"," ","1824.29"
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|NL","3833.00","3833.00"," ","1795.57"
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|NL","3658.00","3658.00"," ","1821.30"
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|NL","3588.00","3588.00"," ","1876.59"
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|NL","3622.00","3622.00"," ","1875.86"
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|NL","3658.00","3658.00"," ","1959.49"
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|NL","3693.00","3693.00"," ","1969.04"
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|NL","3726.00","3726.00"," ","1973.46"
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|NL","3758.00","3758.00"," ","1993.96"
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|NL","3788.00","3788.00"," ","2004.23"
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|NL","3819.00","3819.00"," ","2052.59"
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|NL","3847.00","3847.00"," ","2073.05"
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|NL","3872.00","3872.00"," ","2081.80"
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|NL","3894.00","3894.00"," ","2175.47"
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|NL","3917.00","3917.00"," ","2164.90"
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|NL","3880.00","3880.00"," ","2216.08"
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|NL","3780.00","3780.00"," ","2179.42"
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|NL","3681.00","3681.00"," ","2184.53"
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|NL","3582.00","3582.00"," ","2148.76"
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|NL","3473.00","3473.00"," ","2060.61"
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|NL","3354.00","3354.00"," ","2057.65"
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|NL","3235.00","3235.00"," ","2003.74"
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|NL","2509.00","2509.00"," ","1931.69"
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|NL","2297.00","2297.00"," ","1939.80"
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|NL","2077.00","2077.00"," ","1764.12"
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|NL","1858.00","1858.00"," ","1678.54"
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|NL","1638.00","1638.00"," ","1418.98"
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|NL","1502.00","1502.00"," ","1231.56"
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|NL","1448.00","1448.00"," ","1001.99"
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|NL","1396.00","1396.00"," ","1015.49"
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|NL","1342.00","1342.00"," ","973.88"
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|NL","1290.00","1290.00"," ","915.65"
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|NL","1242.00","1242.00"," ","865.13"
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|NL","1193.00","1193.00"," ","802.55"
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|NL","1145.00","1145.00"," ","759.10"
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|NL","1099.00","1099.00"," ","739.67"
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|NL","1057.00","1057.00"," ","744.14"
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|NL","1014.00","1014.00"," ","705.46"
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|NL","972.00","972.00"," ","671.08"
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|NL","938.00","938.00"," ","636.40"
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|NL","919.00","919.00"," ","667.02"
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|NL","898.00","898.00"," ","616.71"
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|NL","876.00","876.00"," ","572.58"
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|NL","855.00","855.00"," ","582.70"
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|NL","833.00","833.00"," ","564.07"
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|NL","813.00","813.00"," ","636.45"
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|NL","791.00","791.00"," ","506.81"
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|NL","769.00","769.00"," ","475.30"
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|NL","749.00","749.00"," ","519.57"
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|NL","729.00","729.00"," ","456.40"
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|NL","709.00","709.00"," ","401.16"
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|NL","692.00","692.00"," ","483.43"
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|NL","678.00","678.00"," ","443.51"
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|NL","669.00","669.00"," ","380.63"
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|NL","654.00","654.00"," ","379.43"
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|NL","646.00","646.00"," ","421.06"
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|NL","638.00","638.00"," ","423.13"
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|NL","630.00","630.00"," ","430.67"
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|NL","622.00","622.00"," ","464.94"
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|NL","616.00","616.00"," ","416.92"
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|NL","610.00","610.00"," ","401.72"
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|NL","609.00","609.00"," ","383.22"
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|NL","603.00","603.00"," ","421.72"
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|NL","614.00","614.00"," ","429.25"
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|NL","637.00","637.00"," ","408.31"
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|NL","662.00","662.00"," ","426.67"
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|NL","685.00","685.00"," ","475.43"
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|NL","712.00","712.00"," ","437.84"
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|NL","743.00","743.00"," ","529.77"
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|NL","770.00","770.00"," ","590.42"
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|NL","801.00","801.00"," ","665.96"
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|NL","830.00","830.00"," ","584.85"
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|NL","858.00","858.00"," ","494.69"
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|NL","889.00","889.00"," ","558.18"
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|NL","918.00","918.00"," ","720.46"
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|NL","947.00","947.00"," ","670.83"
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|NL","977.00","977.00"," ","660.01"
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|NL","1007.00","1007.00"," ","725.08"
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|NL","1039.00","1039.00"," ","748.99"
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|NL","1067.00","1067.00"," ","692.67"
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|NL","1103.00","1103.00"," ","675.18"
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|NL","1134.00","1134.00"," ","778.10"
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|NL","1164.00","1164.00"," ","825.46"
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|NL","1201.00","1201.00"," ","819.29"
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|NL","1238.00","1238.00"," ","786.27"
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|NL","1275.00","1275.00"," ","899.42"
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|NL","1313.00","1313.00"," ","958.50"
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|NL","1338.00","1338.00"," ","909.59"
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|NL","1353.00","1353.00"," ","1001.82"
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|NL","1366.00","1366.00"," ","885.21"
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|NL","1382.00","1382.00"," ","785.66"
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|NL","1396.00","1396.00"," ","792.46"
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|NL","1412.00","1412.00"," ","981.13"
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|NL","1428.00","1428.00"," ","857.55"
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|NL","1444.00","1444.00"," ","860.76"
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|NL","1464.00","1464.00"," ","1033.50"
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|NL","1483.00","1483.00"," ","1138.89"
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|NL","1505.00","1505.00"," ","1137.18"
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|NL","1527.00","1527.00"," ","1300.71"
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|NL","1531.00","1531.00"," ","1126.80"
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|NL","1515.00","1515.00"," ","996.45"
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|NL","1503.00","1503.00"," ","995.69"
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|NL","1487.00","1487.00"," ","843.95"
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|NL","1472.00","1472.00"," ","949.89"
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|NL","1459.00","1459.00"," ","912.93"
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|NL","1445.00","1445.00"," ","730.74"
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|NL","1428.00","1428.00"," ","888.48"
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|NL","1413.00","1413.00"," ","902.72"
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|NL","1394.00","1394.00"," ","1141.63"
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|NL","1376.00","1376.00"," ","1299.19"
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|NL","1356.00","1356.00"," ","1191.49"
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|NL","1352.00","1352.00"," ","1100.59"
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|NL","1359.00","1359.00"," ","1040.92"
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|NL","1365.00","1365.00"," ","1088.80"
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|NL","1372.00","1372.00"," ","988.32"
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|NL","1380.00","1380.00"," ","884.17"
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|NL","1386.00","1386.00"," ","747.16"
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|NL","1392.00","1392.00"," ","800.81"
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|NL","1497.00","1497.00"," ","848.90"
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|NL","1494.00","1494.00"," ","881.45"
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|NL","1488.00","1488.00"," ","895.16"
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|NL","1481.00","1481.00"," ","967.57"
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|NL","1476.00","1476.00"," ","1112.09"
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|NL","1493.00","1493.00"," ","1076.94"
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|NL","1532.00","1532.00"," ","1026.39"
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|NL","1574.00","1574.00"," ","1121.88"
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|NL","1616.00","1616.00"," ","1034.25"
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|NL","1658.00","1658.00"," ","1087.49"
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|NL","1701.00","1701.00"," ","1196.71"
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|NL","1743.00","1743.00"," ","1122.29"
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|NL","1785.00","1785.00"," ","1141.37"
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|NL","1827.00","1827.00"," ","1186.42"
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|NL","1867.00","1867.00"," ","1297.34"
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|NL","1910.00","1910.00"," ","1414.57"
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|NL","1951.00","1951.00"," ","1489.70"
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|NL","2011.00","2011.00"," ","1498.02"
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|NL","2091.00","2091.00"," ","1460.36"
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|NL","2171.00","2171.00"," ","1458.68"
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|NL","2253.00","2253.00"," ","1517.57"
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|NL","2332.00","2332.00"," ","1633.77"
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|NL","2408.00","2408.00"," ","1641.07"
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|NL","2485.00","2485.00"," ","1662.53"
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|NL","2563.00","2563.00"," ","1726.02"
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|NL","2633.00","2633.00"," ","1878.33"
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|NL","2697.00","2697.00"," ","1800.45"
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|NL","2765.00","2765.00"," ","1812.60"
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|NL","2828.00","2828.00"," ","1914.80"
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|NL","2860.00","2860.00"," ","1993.49"
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|NL","2856.00","2856.00"," ","1980.02"
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|NL","2852.00","2852.00"," ","1961.55"
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|NL","2848.00","2848.00"," ","1996.43"
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|NL","2845.00","2845.00"," ","2071.12"
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|NL","2838.00","2838.00"," ","2108.57"
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|NL","2832.00","2832.00"," ","2086.82"
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|NL","2826.00","2826.00"," ","2131.60"
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|NL","2824.00","2824.00"," ","2127.05"
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|NL","2824.00","2824.00"," ","2111.17"
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|NL","2822.00","2822.00"," ","2055.55"
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|NL","2825.00","2825.00"," ","2024.61"
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|NL","2780.00","2780.00"," ","1974.53"
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|NL","2693.00","2693.00"," ","2009.14"
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|NL","2607.00","2607.00"," ","2012.26"
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|NL","2521.00","2521.00"," ","2013.53"
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|NL","2431.00","2431.00"," ","2101.89"
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|NL","2344.00","2344.00"," ","2098.60"
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|NL","2256.00","2256.00"," ","2150.94"
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|NL","2168.00","2168.00"," ","2039.31"
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|NL","2081.00","2081.00"," ","1962.05"
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|NL","1994.00","1994.00"," ","1947.36"
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|NL","1908.00","1908.00"," ","1968.11"
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|NL","1820.00","1820.00"," ","1968.15"
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|NL","1763.00","1763.00"," ","1976.34"
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|NL","1728.00","1728.00"," ","1862.87"
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|NL","1695.00","1695.00"," ","1728.54"
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|NL","1661.00","1661.00"," ","1667.73"
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|NL","1634.00","1634.00"," ","1510.34"
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|NL","1606.00","1606.00"," ","1495.84"
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|NL","1579.00","1579.00"," ","1588.80"
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|NL","1553.00","1553.00"," ","1508.15"
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|NL","1531.00","1531.00"," ","1344.55"
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|NL","1513.00","1513.00"," ","1242.17"
