"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"02/01/2016 01:30:00 - 02/01/2016 01:45:00","BZN|NL","1169.00","N/A"," ","161.02"
"02/01/2016 01:45:00 - 02/01/2016 02:00:00","BZN|NL","1180.00","N/A"," ","158.64"
"02/01/2016 02:00:00 - 02/01/2016 02:15:00","BZN|NL","1188.00","N/A"," ","184.38"
"02/01/2016 02:15:00 - 02/01/2016 02:30:00","BZN|NL","1198.00","N/A"," ","191.56"
"02/01/2016 02:30:00 - 02/01/2016 02:45:00","BZN|NL","1209.00","N/A"," ","192.64"
"02/01/2016 02:45:00 - 02/01/2016 03:00:00","BZN|NL","1221.00","N/A"," ","171.19"
"02/01/2016 03:00:00 - 02/01/2016 03:15:00","BZN|NL","1228.00","N/A"," ","198.56"
"02/01/2016 03:15:00 - 02/01/2016 03:30:00","BZN|NL","1244.00","N/A"," ","198.05"
"02/01/2016 03:30:00 - 02/01/2016 03:45:00","BZN|NL","1256.00","N/A"," ","191.04"
"02/01/2016 03:45:00 - 02/01/2016 04:00:00","BZN|NL","1271.00","N/A"," ","208.79"
"02/01/2016 04:00:00 - 02/01/2016 04:15:00","BZN|NL","1285.00","N/A"," ","209.76"
"02/01/2016 04:15:00 - 02/01/2016 04:30:00","BZN|NL","1297.00","N/A"," ","206.78"
"02/01/2016 04:30:00 - 02/01/2016 04:45:00","BZN|NL","1299.00","N/A"," ","213.21"
"02/01/2016 04:45:00 - 02/01/2016 05:00:00","BZN|NL","1305.00","N/A"," ","236.38"
"02/01/2016 05:00:00 - 02/01/2016 05:15:00","BZN|NL","1308.00","N/A"," ","243.28"
"02/01/2016 05:15:00 - 02/01/2016 05:30:00","BZN|NL","1315.00","N/A"," ","239.44"
"02/01/2016 05:30:00 - 02/01/2016 05:45:00","BZN|NL","1323.00","N/A"," ","232.76"
"02/01/2016 05:45:00 - 02/01/2016 06:00:00","BZN|NL","1329.00","N/A"," ","225.63"
"02/01/2016 06:00:00 - 02/01/2016 06:15:00","BZN|NL","1338.00","N/A"," ","220.84"
"02/01/2016 06:15:00 - 02/01/2016 06:30:00","BZN|NL","1334.00","N/A"," ","211.17"
"02/01/2016 06:30:00 - 02/01/2016 06:45:00","BZN|NL","1325.00","N/A"," ","217.87"
"02/01/2016 06:45:00 - 02/01/2016 07:00:00","BZN|NL","1314.00","N/A"," ","221.46"
"02/01/2016 07:00:00 - 02/01/2016 07:15:00","BZN|NL","1304.00","N/A"," ","218.36"
"02/01/2016 07:15:00 - 02/01/2016 07:30:00","BZN|NL","1297.00","N/A"," ","208.27"
"02/01/2016 07:30:00 - 02/01/2016 07:45:00","BZN|NL","1293.00","N/A"," ","219.22"
"02/01/2016 07:45:00 - 02/01/2016 08:00:00","BZN|NL","1288.00","N/A"," ","223.84"
"02/01/2016 08:00:00 - 02/01/2016 08:15:00","BZN|NL","1283.00","N/A"," ","222.62"
"02/01/2016 08:15:00 - 02/01/2016 08:30:00","BZN|NL","1278.00","N/A"," ","209.86"
"02/01/2016 08:30:00 - 02/01/2016 08:45:00","BZN|NL","1274.00","N/A"," ","213.64"
"02/01/2016 08:45:00 - 02/01/2016 09:00:00","BZN|NL","1270.00","N/A"," ","212.20"
"02/01/2016 09:00:00 - 02/01/2016 09:15:00","BZN|NL","1265.00","N/A"," ","210.27"
"02/01/2016 09:15:00 - 02/01/2016 09:30:00","BZN|NL","1261.00","N/A"," ","221.22"
"02/01/2016 09:30:00 - 02/01/2016 09:45:00","BZN|NL","1255.00","N/A"," ","221.41"
"02/01/2016 09:45:00 - 02/01/2016 10:00:00","BZN|NL","1248.00","N/A"," ","227.55"
"02/01/2016 10:00:00 - 02/01/2016 10:15:00","BZN|NL","1243.00","N/A"," ","225.71"
"02/01/2016 10:15:00 - 02/01/2016 10:30:00","BZN|NL","1235.00","N/A"," ","222.25"
"02/01/2016 10:30:00 - 02/01/2016 10:45:00","BZN|NL","1225.00","N/A"," ","220.82"
"02/01/2016 10:45:00 - 02/01/2016 11:00:00","BZN|NL","1216.00","N/A"," ","231.89"
"02/01/2016 11:00:00 - 02/01/2016 11:15:00","BZN|NL","1206.00","N/A"," ","231.51"
"02/01/2016 11:15:00 - 02/01/2016 11:30:00","BZN|NL","1194.00","N/A"," ","231.26"
"02/01/2016 11:30:00 - 02/01/2016 11:45:00","BZN|NL","1184.00","N/A"," ","236.37"
"02/01/2016 11:45:00 - 02/01/2016 12:00:00","BZN|NL","1173.00","N/A"," ","228.56"
"02/01/2016 12:00:00 - 02/01/2016 12:15:00","BZN|NL","1162.00","N/A"," ","225.26"
"02/01/2016 12:15:00 - 02/01/2016 12:30:00","BZN|NL","1154.00","N/A"," ","230.46"
"02/01/2016 12:30:00 - 02/01/2016 12:45:00","BZN|NL","1151.00","N/A"," ","226.76"
"02/01/2016 12:45:00 - 02/01/2016 13:00:00","BZN|NL","1148.00","N/A"," ","223.33"
"02/01/2016 13:00:00 - 02/01/2016 13:15:00","BZN|NL","1142.00","N/A"," ","227.04"
"02/01/2016 13:15:00 - 02/01/2016 13:30:00","BZN|NL","1142.00","N/A"," ","232.32"
"02/01/2016 13:30:00 - 02/01/2016 13:45:00","BZN|NL","1141.00","N/A"," ","231.63"
"02/01/2016 13:45:00 - 02/01/2016 14:00:00","BZN|NL","1140.00","N/A"," ","225.96"
"02/01/2016 14:00:00 - 02/01/2016 14:15:00","BZN|NL","1140.00","N/A"," ","230.95"
"02/01/2016 14:15:00 - 02/01/2016 14:30:00","BZN|NL","1141.00","N/A"," ","225.18"
"02/01/2016 14:30:00 - 02/01/2016 14:45:00","BZN|NL","1141.00","N/A"," ","227.98"
"02/01/2016 14:45:00 - 02/01/2016 15:00:00","BZN|NL","1140.00","N/A"," ","232.34"
"02/01/2016 15:00:00 - 02/01/2016 15:15:00","BZN|NL","1141.00","N/A"," ","229.54"
"02/01/2016 15:15:00 - 02/01/2016 15:30:00","BZN|NL","1141.00","N/A"," ","226.61"
"02/01/2016 15:30:00 - 02/01/2016 15:45:00","BZN|NL","1145.00","N/A"," ","224.71"
"02/01/2016 15:45:00 - 02/01/2016 16:00:00","BZN|NL","1146.00","N/A"," ","232.72"
"02/01/2016 16:00:00 - 02/01/2016 16:15:00","BZN|NL","1151.00","N/A"," ","232.07"
"02/01/2016 16:15:00 - 02/01/2016 16:30:00","BZN|NL","1162.00","N/A"," ","232.78"
"02/01/2016 16:30:00 - 02/01/2016 16:45:00","BZN|NL","1179.00","N/A"," ","240.15"
"02/01/2016 16:45:00 - 02/01/2016 17:00:00","BZN|NL","1196.00","N/A"," ","243.53"
"02/01/2016 17:00:00 - 02/01/2016 17:15:00","BZN|NL","1214.00","N/A"," ","246.67"
"02/01/2016 17:15:00 - 02/01/2016 17:30:00","BZN|NL","1233.00","N/A"," ","245.90"
"02/01/2016 17:30:00 - 02/01/2016 17:45:00","BZN|NL","1253.00","N/A"," ","245.37"
"02/01/2016 17:45:00 - 02/01/2016 18:00:00","BZN|NL","1272.00","N/A"," ","237.57"
"02/01/2016 18:00:00 - 02/01/2016 18:15:00","BZN|NL","1294.00","N/A"," ","240.80"
"02/01/2016 18:15:00 - 02/01/2016 18:30:00","BZN|NL","1311.00","N/A"," ","244.00"
"02/01/2016 18:30:00 - 02/01/2016 18:45:00","BZN|NL","1326.00","N/A"," ","247.06"
"02/01/2016 18:45:00 - 02/01/2016 19:00:00","BZN|NL","1341.00","N/A"," ","238.75"
"02/01/2016 19:00:00 - 02/01/2016 19:15:00","BZN|NL","1357.00","N/A"," ","229.43"
"02/01/2016 19:15:00 - 02/01/2016 19:30:00","BZN|NL","1367.00","N/A"," ","240.67"
"02/01/2016 19:30:00 - 02/01/2016 19:45:00","BZN|NL","1373.00","N/A"," ","246.86"
"02/01/2016 19:45:00 - 02/01/2016 20:00:00","BZN|NL","1381.00","N/A"," ","246.84"
"02/01/2016 20:00:00 - 02/01/2016 20:15:00","BZN|NL","1388.00","N/A"," ","244.44"
"02/01/2016 20:15:00 - 02/01/2016 20:30:00","BZN|NL","1399.00","N/A"," ","244.46"
"02/01/2016 20:30:00 - 02/01/2016 20:45:00","BZN|NL","1410.00","N/A"," ","230.61"
"02/01/2016 20:45:00 - 02/01/2016 21:00:00","BZN|NL","1421.00","N/A"," ","228.82"
"02/01/2016 21:00:00 - 02/01/2016 21:15:00","BZN|NL","1434.00","N/A"," ","227.37"
"02/01/2016 21:15:00 - 02/01/2016 21:30:00","BZN|NL","1445.00","N/A"," ","243.65"
"02/01/2016 21:30:00 - 02/01/2016 21:45:00","BZN|NL","1456.00","N/A"," ","239.34"
"02/01/2016 21:45:00 - 02/01/2016 22:00:00","BZN|NL","1468.00","N/A"," ","246.11"
"02/01/2016 22:00:00 - 02/01/2016 22:15:00","BZN|NL","1478.00","N/A"," ","242.12"
"02/01/2016 22:15:00 - 02/01/2016 22:30:00","BZN|NL","1485.00","N/A"," ","247.16"
"02/01/2016 22:30:00 - 02/01/2016 22:45:00","BZN|NL","1490.00","N/A"," ","253.76"
"02/01/2016 22:45:00 - 02/01/2016 23:00:00","BZN|NL","1492.00","N/A"," ","253.09"
"02/01/2016 23:00:00 - 02/01/2016 23:15:00","BZN|NL","1496.00","N/A"," ","242.20"
"02/01/2016 23:15:00 - 02/01/2016 23:30:00","BZN|NL","1497.00","N/A"," ","249.82"
"02/01/2016 23:30:00 - 02/01/2016 23:45:00","BZN|NL","1499.00","N/A"," ","244.52"
"02/01/2016 23:45:00 - 03/01/2016 00:00:00","BZN|NL","1502.00","N/A"," ","224.27"
"03/01/2016 00:00:00 - 03/01/2016 00:15:00","BZN|NL","1503.00","N/A"," ","254.01"
"03/01/2016 00:15:00 - 03/01/2016 00:30:00","BZN|NL","1505.00","N/A"," ","264.17"
"03/01/2016 00:30:00 - 03/01/2016 00:45:00","BZN|NL","1506.00","N/A"," ","253.12"
"03/01/2016 00:45:00 - 03/01/2016 01:00:00","BZN|NL","1509.00","N/A"," ","246.61"
"03/01/2016 01:00:00 - 03/01/2016 01:15:00","BZN|NL","1541.00","N/A"," ","257.03"
"03/01/2016 01:15:00 - 03/01/2016 01:30:00","BZN|NL","1547.00","N/A"," ","251.70"
"03/01/2016 01:30:00 - 03/01/2016 01:45:00","BZN|NL","1546.00","N/A"," ","249.60"
"03/01/2016 01:45:00 - 03/01/2016 02:00:00","BZN|NL","1543.00","N/A"," ","245.86"
"03/01/2016 02:00:00 - 03/01/2016 02:15:00","BZN|NL","1541.00","N/A"," ","247.01"
"03/01/2016 02:15:00 - 03/01/2016 02:30:00","BZN|NL","1540.00","N/A"," ","247.83"
"03/01/2016 02:30:00 - 03/01/2016 02:45:00","BZN|NL","1538.00","N/A"," ","252.99"
"03/01/2016 02:45:00 - 03/01/2016 03:00:00","BZN|NL","1538.00","N/A"," ","251.55"
"03/01/2016 03:00:00 - 03/01/2016 03:15:00","BZN|NL","1536.00","N/A"," ","241.50"
"03/01/2016 03:15:00 - 03/01/2016 03:30:00","BZN|NL","1532.00","N/A"," ","249.93"
"03/01/2016 03:30:00 - 03/01/2016 03:45:00","BZN|NL","1527.00","N/A"," ","248.94"
"03/01/2016 03:45:00 - 03/01/2016 04:00:00","BZN|NL","1519.00","N/A"," ","243.88"
"03/01/2016 04:00:00 - 03/01/2016 04:15:00","BZN|NL","1513.00","N/A"," ","223.80"
"03/01/2016 04:15:00 - 03/01/2016 04:30:00","BZN|NL","1505.00","N/A"," ","248.88"
"03/01/2016 04:30:00 - 03/01/2016 04:45:00","BZN|NL","1492.00","N/A"," ","244.42"
"03/01/2016 04:45:00 - 03/01/2016 05:00:00","BZN|NL","1479.00","N/A"," ","242.56"
"03/01/2016 05:00:00 - 03/01/2016 05:15:00","BZN|NL","1467.00","N/A"," ","248.45"
"03/01/2016 05:15:00 - 03/01/2016 05:30:00","BZN|NL","1451.00","N/A"," ","242.20"
"03/01/2016 05:30:00 - 03/01/2016 05:45:00","BZN|NL","1433.00","N/A"," ","151.61"
"03/01/2016 05:45:00 - 03/01/2016 06:00:00","BZN|NL","1415.00","N/A"," ","149.62"
"03/01/2016 06:00:00 - 03/01/2016 06:15:00","BZN|NL","1395.00","N/A"," ","148.26"
"03/01/2016 06:15:00 - 03/01/2016 06:30:00","BZN|NL","1373.00","N/A"," ","148.18"
"03/01/2016 06:30:00 - 03/01/2016 06:45:00","BZN|NL","1344.00","N/A"," ","149.27"
"03/01/2016 06:45:00 - 03/01/2016 07:00:00","BZN|NL","1313.00","N/A"," ","146.83"
"03/01/2016 07:00:00 - 03/01/2016 07:15:00","BZN|NL","1285.00","N/A"," ","147.02"
"03/01/2016 07:15:00 - 03/01/2016 07:30:00","BZN|NL","1269.00","N/A"," ","140.77"
"03/01/2016 07:30:00 - 03/01/2016 07:45:00","BZN|NL","1265.00","N/A"," ","135.34"
"03/01/2016 07:45:00 - 03/01/2016 08:00:00","BZN|NL","1262.00","N/A"," ","135.88"
"03/01/2016 08:00:00 - 03/01/2016 08:15:00","BZN|NL","1256.00","N/A"," ","137.02"
"03/01/2016 08:15:00 - 03/01/2016 08:30:00","BZN|NL","1254.00","N/A"," ","143.63"
"03/01/2016 08:30:00 - 03/01/2016 08:45:00","BZN|NL","1251.00","N/A"," ","147.30"
"03/01/2016 08:45:00 - 03/01/2016 09:00:00","BZN|NL","1246.00","N/A"," ","150.78"
"03/01/2016 09:00:00 - 03/01/2016 09:15:00","BZN|NL","1242.00","N/A"," ","144.66"
"03/01/2016 09:15:00 - 03/01/2016 09:30:00","BZN|NL","1232.00","N/A"," ","148.15"
"03/01/2016 09:30:00 - 03/01/2016 09:45:00","BZN|NL","1216.00","N/A"," ","151.38"
"03/01/2016 09:45:00 - 03/01/2016 10:00:00","BZN|NL","1199.00","N/A"," ","136.96"
"03/01/2016 10:00:00 - 03/01/2016 10:15:00","BZN|NL","1182.00","N/A"," ","130.99"
"03/01/2016 10:15:00 - 03/01/2016 10:30:00","BZN|NL","1169.00","N/A"," ","133.58"
"03/01/2016 10:30:00 - 03/01/2016 10:45:00","BZN|NL","1156.00","N/A"," ","129.64"
"03/01/2016 10:45:00 - 03/01/2016 11:00:00","BZN|NL","1143.00","N/A"," ","113.91"
"03/01/2016 11:00:00 - 03/01/2016 11:15:00","BZN|NL","1130.00","N/A"," ","110.16"
"03/01/2016 11:15:00 - 03/01/2016 11:30:00","BZN|NL","1116.00","N/A"," ","100.63"
"03/01/2016 11:30:00 - 03/01/2016 11:45:00","BZN|NL","1102.00","N/A"," ","89.15"
"03/01/2016 11:45:00 - 03/01/2016 12:00:00","BZN|NL","1092.00","N/A"," ","97.49"
"03/01/2016 12:00:00 - 03/01/2016 12:15:00","BZN|NL","1078.00","N/A"," ","95.38"
"03/01/2016 12:15:00 - 03/01/2016 12:30:00","BZN|NL","1059.00","N/A"," ","88.05"
"03/01/2016 12:30:00 - 03/01/2016 12:45:00","BZN|NL","1040.00","N/A"," ","80.20"
"03/01/2016 12:45:00 - 03/01/2016 13:00:00","BZN|NL","1017.00","N/A"," ","77.57"
"03/01/2016 13:00:00 - 03/01/2016 13:15:00","BZN|NL","996.00","N/A"," ","79.47"
"03/01/2016 13:15:00 - 03/01/2016 13:30:00","BZN|NL","989.00","N/A"," ","80.53"
"03/01/2016 13:30:00 - 03/01/2016 13:45:00","BZN|NL","996.00","N/A"," ","71.64"
"03/01/2016 13:45:00 - 03/01/2016 14:00:00","BZN|NL","1006.00","N/A"," ","75.41"
"03/01/2016 14:00:00 - 03/01/2016 14:15:00","BZN|NL","1013.00","N/A"," ","88.16"
"03/01/2016 14:15:00 - 03/01/2016 14:30:00","BZN|NL","1025.00","N/A"," ","83.58"
"03/01/2016 14:30:00 - 03/01/2016 14:45:00","BZN|NL","1044.00","N/A"," ","85.45"
"03/01/2016 14:45:00 - 03/01/2016 15:00:00","BZN|NL","1060.00","N/A"," ","94.57"
"03/01/2016 15:00:00 - 03/01/2016 15:15:00","BZN|NL","1077.00","N/A"," ","101.15"
"03/01/2016 15:15:00 - 03/01/2016 15:30:00","BZN|NL","1104.00","N/A"," ","103.28"
"03/01/2016 15:30:00 - 03/01/2016 15:45:00","BZN|NL","1140.00","N/A"," ","120.75"
"03/01/2016 15:45:00 - 03/01/2016 16:00:00","BZN|NL","1177.00","N/A"," ","121.88"
"03/01/2016 16:00:00 - 03/01/2016 16:15:00","BZN|NL","1211.00","N/A"," ","130.17"
"03/01/2016 16:15:00 - 03/01/2016 16:30:00","BZN|NL","1243.00","N/A"," ","135.34"
"03/01/2016 16:30:00 - 03/01/2016 16:45:00","BZN|NL","1268.00","N/A"," ","134.88"
"03/01/2016 16:45:00 - 03/01/2016 17:00:00","BZN|NL","1296.00","N/A"," ","140.03"
"03/01/2016 17:00:00 - 03/01/2016 17:15:00","BZN|NL","1322.00","N/A"," ","137.24"
"03/01/2016 17:15:00 - 03/01/2016 17:30:00","BZN|NL","1350.00","N/A"," ","140.90"
"03/01/2016 17:30:00 - 03/01/2016 17:45:00","BZN|NL","1381.00","N/A"," ","107.69"
