"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"02/01/2024 07:15:00 - 02/01/2024 07:30:00","BZN|NL","3696.00","3696.00"," ","2010.10"
"02/01/2024 07:30:00 - 02/01/2024 07:45:00","BZN|NL","3680.00","3680.00"," ","2017.50"
"02/01/2024 07:45:00 - 02/01/2024 08:00:00","BZN|NL","3661.00","3661.00"," ","2167.82"
"02/01/2024 08:00:00 - 02/01/2024 08:15:00","BZN|NL","3644.00","3644.00"," ","2143.21"
"02/01/2024 08:15:00 - 02/01/2024 08:30:00","BZN|NL","3626.00","3626.00"," ","2196.90"
"02/01/2024 08:30:00 - 02/01/2024 08:45:00","BZN|NL","3609.00","3609.00"," ","2166.55"
"02/01/2024 08:45:00 - 02/01/2024 09:00:00","BZN|NL","3593.00","3593.00"," ","2136.56"
"02/01/2024 09:00:00 - 02/01/2024 09:15:00","BZN|NL","3577.00","3577.00"," ","2113.88"
"02/01/2024 09:15:00 - 02/01/2024 09:30:00","BZN|NL","3562.00","3562.00"," ","1986.71"
"02/01/2024 09:30:00 - 02/01/2024 09:45:00","BZN|NL","3548.00","3548.00"," ","1889.31"
"02/01/2024 09:45:00 - 02/01/2024 10:00:00","BZN|NL","3535.00","3535.00"," ","1761.25"
"02/01/2024 10:00:00 - 02/01/2024 10:15:00","BZN|NL","3524.00","3524.00"," ","1738.50"
"02/01/2024 10:15:00 - 02/01/2024 10:30:00","BZN|NL","3470.00","3470.00"," ","1698.57"
"02/01/2024 10:30:00 - 02/01/2024 10:45:00","BZN|NL","3372.00","3372.00"," ","1674.33"
"02/01/2024 10:45:00 - 02/01/2024 11:00:00","BZN|NL","3276.00","3276.00"," ","1625.01"
"02/01/2024 11:00:00 - 02/01/2024 11:15:00","BZN|NL","3179.00","3179.00"," ","1585.77"
"02/01/2024 11:15:00 - 02/01/2024 11:30:00","BZN|NL","3084.00","3084.00"," ","1555.01"
"02/01/2024 11:30:00 - 02/01/2024 11:45:00","BZN|NL","2985.00","2985.00"," ","1519.36"
"02/01/2024 11:45:00 - 02/01/2024 12:00:00","BZN|NL","2888.00","2888.00"," ","1479.83"
"02/01/2024 12:00:00 - 02/01/2024 12:15:00","BZN|NL","2791.00","2791.00"," ","1311.64"
"02/01/2024 12:15:00 - 02/01/2024 12:30:00","BZN|NL","2681.00","2681.00"," ","1194.28"
"02/01/2024 12:30:00 - 02/01/2024 12:45:00","BZN|NL","2561.00","2561.00"," ","1137.83"
"02/01/2024 12:45:00 - 02/01/2024 13:00:00","BZN|NL","2439.00","2439.00"," ","1171.06"
"02/01/2024 13:00:00 - 02/01/2024 13:15:00","BZN|NL","2318.00","2318.00"," ","1155.23"
"02/01/2024 13:15:00 - 02/01/2024 13:30:00","BZN|NL","2283.00","2283.00"," ","1108.27"
"02/01/2024 13:30:00 - 02/01/2024 13:45:00","BZN|NL","2330.00","2330.00"," ","1186.98"
"02/01/2024 13:45:00 - 02/01/2024 14:00:00","BZN|NL","2379.00","2379.00"," ","1231.31"
"02/01/2024 14:00:00 - 02/01/2024 14:15:00","BZN|NL","2429.00","2429.00"," ","1224.75"
"02/01/2024 14:15:00 - 02/01/2024 14:30:00","BZN|NL","2469.00","2469.00"," ","1224.44"
"02/01/2024 14:30:00 - 02/01/2024 14:45:00","BZN|NL","2496.00","2496.00"," ","1314.75"
"02/01/2024 14:45:00 - 02/01/2024 15:00:00","BZN|NL","2526.00","2526.00"," ","1376.58"
"02/01/2024 15:00:00 - 02/01/2024 15:15:00","BZN|NL","2552.00","2552.00"," ","1417.16"
"02/01/2024 15:15:00 - 02/01/2024 15:30:00","BZN|NL","2575.00","2575.00"," ","1452.76"
"02/01/2024 15:30:00 - 02/01/2024 15:45:00","BZN|NL","2593.00","2593.00"," ","1545.24"
"02/01/2024 15:45:00 - 02/01/2024 16:00:00","BZN|NL","2612.00","2612.00"," ","1568.67"
"02/01/2024 16:00:00 - 02/01/2024 16:15:00","BZN|NL","2627.00","2627.00"," ","1676.43"
"02/01/2024 16:15:00 - 02/01/2024 16:30:00","BZN|NL","2724.00","2724.00"," ","1824.25"
"02/01/2024 16:30:00 - 02/01/2024 16:45:00","BZN|NL","2896.00","2896.00"," ","1901.11"
"02/01/2024 16:45:00 - 02/01/2024 17:00:00","BZN|NL","3067.00","3067.00"," ","1928.66"
"02/01/2024 17:00:00 - 02/01/2024 17:15:00","BZN|NL","3241.00","3241.00"," ","1942.94"
"02/01/2024 17:15:00 - 02/01/2024 17:30:00","BZN|NL","3391.00","3391.00"," ","1991.80"
"02/01/2024 17:30:00 - 02/01/2024 17:45:00","BZN|NL","3512.00","3512.00"," ","2101.63"
"02/01/2024 17:45:00 - 02/01/2024 18:00:00","BZN|NL","3638.00","3638.00"," ","2209.59"
"02/01/2024 18:00:00 - 02/01/2024 18:15:00","BZN|NL","3760.00","3760.00"," ","2217.40"
"02/01/2024 18:15:00 - 02/01/2024 18:30:00","BZN|NL","3845.00","3845.00"," ","2245.45"
"02/01/2024 18:30:00 - 02/01/2024 18:45:00","BZN|NL","3888.00","3888.00"," ","2263.75"
"02/01/2024 18:45:00 - 02/01/2024 19:00:00","BZN|NL","3931.00","3931.00"," ","2300.27"
"02/01/2024 19:00:00 - 02/01/2024 19:15:00","BZN|NL","3972.00","3972.00"," ","2294.88"
"02/01/2024 19:15:00 - 02/01/2024 19:30:00","BZN|NL","4016.00","4016.00"," ","2296.19"
"02/01/2024 19:30:00 - 02/01/2024 19:45:00","BZN|NL","4055.00","4055.00"," ","2311.59"
"02/01/2024 19:45:00 - 02/01/2024 20:00:00","BZN|NL","4097.00","4097.00"," ","2279.10"
"02/01/2024 20:00:00 - 02/01/2024 20:15:00","BZN|NL","4142.00","4142.00"," ","2260.06"
"02/01/2024 20:15:00 - 02/01/2024 20:30:00","BZN|NL","4178.00","4178.00"," ","2248.86"
"02/01/2024 20:30:00 - 02/01/2024 20:45:00","BZN|NL","4213.00","4213.00"," ","2247.60"
"02/01/2024 20:45:00 - 02/01/2024 21:00:00","BZN|NL","4247.00","4247.00"," ","2244.34"
"02/01/2024 21:00:00 - 02/01/2024 21:15:00","BZN|NL","4282.00","4282.00"," ","2279.90"
"02/01/2024 21:15:00 - 02/01/2024 21:30:00","BZN|NL","4315.00","4315.00"," ","2282.32"
"02/01/2024 21:30:00 - 02/01/2024 21:45:00","BZN|NL","4342.00","4342.00"," ","2198.28"
"02/01/2024 21:45:00 - 02/01/2024 22:00:00","BZN|NL","4372.00","4372.00"," ","1984.21"
"02/01/2024 22:00:00 - 02/01/2024 22:15:00","BZN|NL","4399.00","4399.00"," ","1822.67"
"02/01/2024 22:15:00 - 02/01/2024 22:30:00","BZN|NL","4417.00","4417.00"," ","1924.61"
"02/01/2024 22:30:00 - 02/01/2024 22:45:00","BZN|NL","4426.00","4426.00"," ","1917.90"
"02/01/2024 22:45:00 - 02/01/2024 23:00:00","BZN|NL","4437.00","4437.00"," ","1869.25"
"02/01/2024 23:00:00 - 02/01/2024 23:15:00","BZN|NL","4446.00","4446.00"," ","1726.76"
"02/01/2024 23:15:00 - 02/01/2024 23:30:00","BZN|NL","4454.00","4454.00"," ","1681.76"
"02/01/2024 23:30:00 - 02/01/2024 23:45:00","BZN|NL","4465.00","4465.00"," ","1702.92"
"02/01/2024 23:45:00 - 03/01/2024 00:00:00","BZN|NL","4475.00","4475.00"," ","1724.43"
"03/01/2024 00:00:00 - 03/01/2024 00:15:00","BZN|NL","4486.00","4486.00"," ","1697.51"
"03/01/2024 00:15:00 - 03/01/2024 00:30:00","BZN|NL","4494.00","4494.00"," ","1758.38"
"03/01/2024 00:30:00 - 03/01/2024 00:45:00","BZN|NL","4498.00","4498.00"," ","1813.92"
"03/01/2024 00:45:00 - 03/01/2024 01:00:00","BZN|NL","4504.00","4504.00"," ","1851.62"
"03/01/2024 01:00:00 - 03/01/2024 01:15:00","BZN|NL","4508.00","4508.00"," ","1884.89"
"03/01/2024 01:15:00 - 03/01/2024 01:30:00","BZN|NL","4516.00","4516.00"," ","1920.67"
"03/01/2024 01:30:00 - 03/01/2024 01:45:00","BZN|NL","4522.00","4522.00"," ","1958.61"
"03/01/2024 01:45:00 - 03/01/2024 02:00:00","BZN|NL","4532.00","4532.00"," ","1982.59"
"03/01/2024 02:00:00 - 03/01/2024 02:15:00","BZN|NL","4540.00","4540.00"," ","1997.50"
"03/01/2024 02:15:00 - 03/01/2024 02:30:00","BZN|NL","4544.00","4544.00"," ","1994.09"
"03/01/2024 02:30:00 - 03/01/2024 02:45:00","BZN|NL","4542.00","4542.00"," ","1949.92"
"03/01/2024 02:45:00 - 03/01/2024 03:00:00","BZN|NL","4542.00","4542.00"," ","1805.83"
"03/01/2024 03:00:00 - 03/01/2024 03:15:00","BZN|NL","4539.00","4539.00"," ","1832.63"
"03/01/2024 03:15:00 - 03/01/2024 03:30:00","BZN|NL","4535.00","4535.00"," ","1865.16"
"03/01/2024 03:30:00 - 03/01/2024 03:45:00","BZN|NL","4531.00","4531.00"," ","1883.09"
"03/01/2024 03:45:00 - 03/01/2024 04:00:00","BZN|NL","4527.00","4527.00"," ","1936.84"
"03/01/2024 04:00:00 - 03/01/2024 04:15:00","BZN|NL","4521.00","4521.00"," ","1963.06"
"03/01/2024 04:15:00 - 03/01/2024 04:30:00","BZN|NL","4516.00","4516.00"," ","1984.65"
"03/01/2024 04:30:00 - 03/01/2024 04:45:00","BZN|NL","4510.00","4510.00"," ","2005.40"
"03/01/2024 04:45:00 - 03/01/2024 05:00:00","BZN|NL","4498.00","4498.00"," ","2005.58"
"03/01/2024 05:00:00 - 03/01/2024 05:15:00","BZN|NL","4493.00","4493.00"," ","2010.81"
"03/01/2024 05:15:00 - 03/01/2024 05:30:00","BZN|NL","4484.00","4484.00"," ","1957.57"
"03/01/2024 05:30:00 - 03/01/2024 05:45:00","BZN|NL","4472.00","4472.00"," ","1943.71"
"03/01/2024 05:45:00 - 03/01/2024 06:00:00","BZN|NL","4460.00","4460.00"," ","1970.93"
"03/01/2024 06:00:00 - 03/01/2024 06:15:00","BZN|NL","4447.00","4447.00"," ","2171.79"
"03/01/2024 06:15:00 - 03/01/2024 06:30:00","BZN|NL","4425.00","4425.00"," ","2315.24"
"03/01/2024 06:30:00 - 03/01/2024 06:45:00","BZN|NL","4389.00","4389.00"," ","2366.48"
"03/01/2024 06:45:00 - 03/01/2024 07:00:00","BZN|NL","4351.00","4351.00"," ","2364.14"
"03/01/2024 07:00:00 - 03/01/2024 07:15:00","BZN|NL","4316.00","4316.00"," ","2349.11"
"03/01/2024 07:15:00 - 03/01/2024 07:30:00","BZN|NL","4287.00","4287.00"," ","2301.12"
"03/01/2024 07:30:00 - 03/01/2024 07:45:00","BZN|NL","4265.00","4265.00"," ","2316.26"
"03/01/2024 07:45:00 - 03/01/2024 08:00:00","BZN|NL","4242.00","4242.00"," ","2334.37"
"03/01/2024 08:00:00 - 03/01/2024 08:15:00","BZN|NL","4224.00","4224.00"," ","2233.18"
"03/01/2024 08:15:00 - 03/01/2024 08:30:00","BZN|NL","4191.00","4191.00"," ","2280.99"
"03/01/2024 08:30:00 - 03/01/2024 08:45:00","BZN|NL","4153.00","4153.00"," ","2269.17"
"03/01/2024 08:45:00 - 03/01/2024 09:00:00","BZN|NL","4116.00","4116.00"," ","2272.92"
"03/01/2024 09:00:00 - 03/01/2024 09:15:00","BZN|NL","4074.00","4074.00"," ","2237.12"
"03/01/2024 09:15:00 - 03/01/2024 09:30:00","BZN|NL","4037.00","4037.00"," ","2230.73"
"03/01/2024 09:30:00 - 03/01/2024 09:45:00","BZN|NL","4005.00","4005.00"," ","2220.70"
"03/01/2024 09:45:00 - 03/01/2024 10:00:00","BZN|NL","3969.00","3969.00"," ","2182.18"
"03/01/2024 10:00:00 - 03/01/2024 10:15:00","BZN|NL","3936.00","3936.00"," ","2212.05"
"03/01/2024 10:15:00 - 03/01/2024 10:30:00","BZN|NL","3926.00","3926.00"," ","2204.35"
"03/01/2024 10:30:00 - 03/01/2024 10:45:00","BZN|NL","3942.00","3942.00"," ","2173.98"
"03/01/2024 10:45:00 - 03/01/2024 11:00:00","BZN|NL","3955.00","3955.00"," ","2224.38"
"03/01/2024 11:00:00 - 03/01/2024 11:15:00","BZN|NL","3969.00","3969.00"," ","2251.06"
"03/01/2024 11:15:00 - 03/01/2024 11:30:00","BZN|NL","3982.00","3982.00"," ","2229.80"
"03/01/2024 11:30:00 - 03/01/2024 11:45:00","BZN|NL","3993.00","3993.00"," ","2266.82"
"03/01/2024 11:45:00 - 03/01/2024 12:00:00","BZN|NL","4003.00","4003.00"," ","2266.50"
"03/01/2024 12:00:00 - 03/01/2024 12:15:00","BZN|NL","4015.00","4015.00"," ","2250.88"
"03/01/2024 12:15:00 - 03/01/2024 12:30:00","BZN|NL","4020.00","4020.00"," ","2264.27"
"03/01/2024 12:30:00 - 03/01/2024 12:45:00","BZN|NL","4014.00","4014.00"," ","2292.61"
"03/01/2024 12:45:00 - 03/01/2024 13:00:00","BZN|NL","4008.00","4008.00"," ","2251.27"
"03/01/2024 13:00:00 - 03/01/2024 13:15:00","BZN|NL","4006.00","4006.00"," ","2298.30"
"03/01/2024 13:15:00 - 03/01/2024 13:30:00","BZN|NL","3994.00","3994.00"," ","2262.99"
"03/01/2024 13:30:00 - 03/01/2024 13:45:00","BZN|NL","3975.00","3975.00"," ","2164.65"
"03/01/2024 13:45:00 - 03/01/2024 14:00:00","BZN|NL","3956.00","3956.00"," ","2145.73"
"03/01/2024 14:00:00 - 03/01/2024 14:15:00","BZN|NL","3939.00","3939.00"," ","2081.46"
"03/01/2024 14:15:00 - 03/01/2024 14:30:00","BZN|NL","3917.00","3917.00"," ","2113.51"
"03/01/2024 14:30:00 - 03/01/2024 14:45:00","BZN|NL","3891.00","3891.00"," ","2038.39"
"03/01/2024 14:45:00 - 03/01/2024 15:00:00","BZN|NL","3866.00","3866.00"," ","2012.55"
