model,variable,coefficient,p_value,ci_low,ci_high
Notebook Simple OLS: price ~ generation_forecast,const,78.61645927041772,0.0,77.88887831585555,79.34404022497989
Notebook Simple OLS: price ~ generation_forecast,generation_forecast,-0.0017323619827730465,9.999438478991677e-13,-0.0022084779804002774,-0.0012562459851458156
