"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2018 23:15:00 - 01/01/2018 23:30:00","BZN|NL","796.00","N/A"," ","192.61"
"01/01/2018 23:30:00 - 01/01/2018 23:45:00","BZN|NL","811.00","N/A"," ","272.59"
"01/01/2018 23:45:00 - 02/01/2018 00:00:00","BZN|NL","832.00","N/A"," ","203.67"
"02/01/2018 00:00:00 - 02/01/2018 00:15:00","BZN|NL","852.00","N/A"," ","134.96"
"02/01/2018 00:15:00 - 02/01/2018 00:30:00","BZN|NL","873.00","N/A"," ","134.74"
"02/01/2018 00:30:00 - 02/01/2018 00:45:00","BZN|NL","888.00","N/A"," ","149.84"
"02/01/2018 00:45:00 - 02/01/2018 01:00:00","BZN|NL","905.00","N/A"," ","186.36"
"02/01/2018 01:00:00 - 02/01/2018 01:15:00","BZN|NL","956.00","N/A"," ","200.90"
"02/01/2018 01:15:00 - 02/01/2018 01:30:00","BZN|NL","970.00","N/A"," ","202.00"
"02/01/2018 01:30:00 - 02/01/2018 01:45:00","BZN|NL","981.00","N/A"," ","238.24"
"02/01/2018 01:45:00 - 02/01/2018 02:00:00","BZN|NL","994.00","N/A"," ","210.30"
"02/01/2018 02:00:00 - 02/01/2018 02:15:00","BZN|NL","1006.00","N/A"," ","213.49"
"02/01/2018 02:15:00 - 02/01/2018 02:30:00","BZN|NL","1029.00","N/A"," ","210.53"
"02/01/2018 02:30:00 - 02/01/2018 02:45:00","BZN|NL","1059.00","N/A"," ","184.16"
"02/01/2018 02:45:00 - 02/01/2018 03:00:00","BZN|NL","1087.00","N/A"," ","172.53"
"02/01/2018 03:00:00 - 02/01/2018 03:15:00","BZN|NL","1117.00","N/A"," ","189.46"
"02/01/2018 03:15:00 - 02/01/2018 03:30:00","BZN|NL","1150.00","N/A"," ","188.24"
"02/01/2018 03:30:00 - 02/01/2018 03:45:00","BZN|NL","1185.00","N/A"," ","182.10"
"02/01/2018 03:45:00 - 02/01/2018 04:00:00","BZN|NL","1217.00","N/A"," ","206.58"
"02/01/2018 04:00:00 - 02/01/2018 04:15:00","BZN|NL","1252.00","N/A"," ","225.69"
"02/01/2018 04:15:00 - 02/01/2018 04:30:00","BZN|NL","1281.00","N/A"," ","224.34"
"02/01/2018 04:30:00 - 02/01/2018 04:45:00","BZN|NL","1308.00","N/A"," ","199.96"
"02/01/2018 04:45:00 - 02/01/2018 05:00:00","BZN|NL","1336.00","N/A"," ","184.99"
"02/01/2018 05:00:00 - 02/01/2018 05:15:00","BZN|NL","1363.00","N/A"," ","152.13"
"02/01/2018 05:15:00 - 02/01/2018 05:30:00","BZN|NL","1380.00","N/A"," ","159.48"
"02/01/2018 05:30:00 - 02/01/2018 05:45:00","BZN|NL","1387.00","N/A"," ","202.47"
"02/01/2018 05:45:00 - 02/01/2018 06:00:00","BZN|NL","1394.00","N/A"," ","294.68"
"02/01/2018 06:00:00 - 02/01/2018 06:15:00","BZN|NL","1402.00","N/A"," ","275.96"
"02/01/2018 06:15:00 - 02/01/2018 06:30:00","BZN|NL","1385.00","N/A"," ","239.25"
"02/01/2018 06:30:00 - 02/01/2018 06:45:00","BZN|NL","1349.00","N/A"," ","222.58"
"02/01/2018 06:45:00 - 02/01/2018 07:00:00","BZN|NL","1310.00","N/A"," ","278.72"
"02/01/2018 07:00:00 - 02/01/2018 07:15:00","BZN|NL","1274.00","N/A"," ","345.15"
"02/01/2018 07:15:00 - 02/01/2018 07:30:00","BZN|NL","1253.00","N/A"," ","368.12"
"02/01/2018 07:30:00 - 02/01/2018 07:45:00","BZN|NL","1250.00","N/A"," ","353.87"
"02/01/2018 07:45:00 - 02/01/2018 08:00:00","BZN|NL","1249.00","N/A"," ","309.66"
"02/01/2018 08:00:00 - 02/01/2018 08:15:00","BZN|NL","1244.00","N/A"," ","283.51"
"02/01/2018 08:15:00 - 02/01/2018 08:30:00","BZN|NL","1265.00","N/A"," ","293.72"
"02/01/2018 08:30:00 - 02/01/2018 08:45:00","BZN|NL","1307.00","N/A"," ","284.70"
"02/01/2018 08:45:00 - 02/01/2018 09:00:00","BZN|NL","1351.00","N/A"," ","313.07"
"02/01/2018 09:00:00 - 02/01/2018 09:15:00","BZN|NL","1393.00","N/A"," ","358.73"
"02/01/2018 09:15:00 - 02/01/2018 09:30:00","BZN|NL","1419.00","N/A"," ","423.10"
"02/01/2018 09:30:00 - 02/01/2018 09:45:00","BZN|NL","1425.00","N/A"," ","451.24"
"02/01/2018 09:45:00 - 02/01/2018 10:00:00","BZN|NL","1428.00","N/A"," ","469.08"
"02/01/2018 10:00:00 - 02/01/2018 10:15:00","BZN|NL","1433.00","N/A"," ","353.00"
"02/01/2018 10:15:00 - 02/01/2018 10:30:00","BZN|NL","1401.00","N/A"," ","254.62"
"02/01/2018 10:30:00 - 02/01/2018 10:45:00","BZN|NL","1336.00","N/A"," ","314.08"
"02/01/2018 10:45:00 - 02/01/2018 11:00:00","BZN|NL","1270.00","N/A"," ","298.91"
"02/01/2018 11:00:00 - 02/01/2018 11:15:00","BZN|NL","1205.00","N/A"," ","250.75"
"02/01/2018 11:15:00 - 02/01/2018 11:30:00","BZN|NL","1166.00","N/A"," ","273.86"
"02/01/2018 11:30:00 - 02/01/2018 11:45:00","BZN|NL","1155.00","N/A"," ","296.18"
"02/01/2018 11:45:00 - 02/01/2018 12:00:00","BZN|NL","1145.00","N/A"," ","307.13"
"02/01/2018 12:00:00 - 02/01/2018 12:15:00","BZN|NL","1134.00","N/A"," ","291.96"
"02/01/2018 12:15:00 - 02/01/2018 12:30:00","BZN|NL","1134.00","N/A"," ","305.04"
"02/01/2018 12:30:00 - 02/01/2018 12:45:00","BZN|NL","1141.00","N/A"," ","284.59"
"02/01/2018 12:45:00 - 02/01/2018 13:00:00","BZN|NL","1155.00","N/A"," ","236.16"
"02/01/2018 13:00:00 - 02/01/2018 13:15:00","BZN|NL","1164.00","N/A"," ","215.76"
"02/01/2018 13:15:00 - 02/01/2018 13:30:00","BZN|NL","1184.00","N/A"," ","229.57"
"02/01/2018 13:30:00 - 02/01/2018 13:45:00","BZN|NL","1218.00","N/A"," ","273.43"
"02/01/2018 13:45:00 - 02/01/2018 14:00:00","BZN|NL","1252.00","N/A"," ","301.17"
"02/01/2018 14:00:00 - 02/01/2018 14:15:00","BZN|NL","1285.00","N/A"," ","356.85"
"02/01/2018 14:15:00 - 02/01/2018 14:30:00","BZN|NL","1311.00","N/A"," ","371.03"
"02/01/2018 14:30:00 - 02/01/2018 14:45:00","BZN|NL","1331.00","N/A"," ","328.21"
"02/01/2018 14:45:00 - 02/01/2018 15:00:00","BZN|NL","1349.00","N/A"," ","287.52"
"02/01/2018 15:00:00 - 02/01/2018 15:15:00","BZN|NL","1369.00","N/A"," ","284.97"
"02/01/2018 15:15:00 - 02/01/2018 15:30:00","BZN|NL","1412.00","N/A"," ","307.46"
"02/01/2018 15:30:00 - 02/01/2018 15:45:00","BZN|NL","1480.00","N/A"," ","323.96"
"02/01/2018 15:45:00 - 02/01/2018 16:00:00","BZN|NL","1549.00","N/A"," ","309.40"
"02/01/2018 16:00:00 - 02/01/2018 16:15:00","BZN|NL","1616.00","N/A"," ","304.86"
"02/01/2018 16:15:00 - 02/01/2018 16:30:00","BZN|NL","1678.00","N/A"," ","300.18"
"02/01/2018 16:30:00 - 02/01/2018 16:45:00","BZN|NL","1732.00","N/A"," ","304.68"
"02/01/2018 16:45:00 - 02/01/2018 17:00:00","BZN|NL","1784.00","N/A"," ","320.47"
"02/01/2018 17:00:00 - 02/01/2018 17:15:00","BZN|NL","1837.00","N/A"," ","343.29"
"02/01/2018 17:15:00 - 02/01/2018 17:30:00","BZN|NL","1909.00","N/A"," ","323.99"
"02/01/2018 17:30:00 - 02/01/2018 17:45:00","BZN|NL","1994.00","N/A"," ","292.86"
"02/01/2018 17:45:00 - 02/01/2018 18:00:00","BZN|NL","2080.00","N/A"," ","301.06"
"02/01/2018 18:00:00 - 02/01/2018 18:15:00","BZN|NL","2167.00","N/A"," ","352.80"
"02/01/2018 18:15:00 - 02/01/2018 18:30:00","BZN|NL","2244.00","N/A"," ","398.85"
"02/01/2018 18:30:00 - 02/01/2018 18:45:00","BZN|NL","2315.00","N/A"," ","470.45"
"02/01/2018 18:45:00 - 02/01/2018 19:00:00","BZN|NL","2383.00","N/A"," ","533.66"
"02/01/2018 19:00:00 - 02/01/2018 19:15:00","BZN|NL","2455.00","N/A"," ","523.61"
"02/01/2018 19:15:00 - 02/01/2018 19:30:00","BZN|NL","2499.00","N/A"," ","548.00"
"02/01/2018 19:30:00 - 02/01/2018 19:45:00","BZN|NL","2521.00","N/A"," ","557.95"
"02/01/2018 19:45:00 - 02/01/2018 20:00:00","BZN|NL","2543.00","N/A"," ","539.92"
"02/01/2018 20:00:00 - 02/01/2018 20:15:00","BZN|NL","2564.00","N/A"," ","587.13"
"02/01/2018 20:15:00 - 02/01/2018 20:30:00","BZN|NL","2575.00","N/A"," ","592.28"
"02/01/2018 20:30:00 - 02/01/2018 20:45:00","BZN|NL","2579.00","N/A"," ","574.33"
"02/01/2018 20:45:00 - 02/01/2018 21:00:00","BZN|NL","2584.00","N/A"," ","614.40"
"02/01/2018 21:00:00 - 02/01/2018 21:15:00","BZN|NL","2588.00","N/A"," ","631.10"
"02/01/2018 21:15:00 - 02/01/2018 21:30:00","BZN|NL","2581.00","N/A"," ","647.22"
"02/01/2018 21:30:00 - 02/01/2018 21:45:00","BZN|NL","2565.00","N/A"," ","645.82"
"02/01/2018 21:45:00 - 02/01/2018 22:00:00","BZN|NL","2551.00","N/A"," ","637.44"
"02/01/2018 22:00:00 - 02/01/2018 22:15:00","BZN|NL","2535.00","N/A"," ","642.32"
"02/01/2018 22:15:00 - 02/01/2018 22:30:00","BZN|NL","2540.00","N/A"," ","647.16"
"02/01/2018 22:30:00 - 02/01/2018 22:45:00","BZN|NL","2563.00","N/A"," ","648.38"
"02/01/2018 22:45:00 - 02/01/2018 23:00:00","BZN|NL","2588.00","N/A"," ","650.54"
"02/01/2018 23:00:00 - 02/01/2018 23:15:00","BZN|NL","2612.00","N/A"," ","635.85"
"02/01/2018 23:15:00 - 02/01/2018 23:30:00","BZN|NL","2645.00","N/A"," ","622.79"
"02/01/2018 23:30:00 - 02/01/2018 23:45:00","BZN|NL","2687.00","N/A"," ","621.69"
"02/01/2018 23:45:00 - 03/01/2018 00:00:00","BZN|NL","2727.00","N/A"," ","625.97"
"03/01/2018 00:00:00 - 03/01/2018 00:15:00","BZN|NL","2768.00","N/A"," ","635.98"
"03/01/2018 00:15:00 - 03/01/2018 00:30:00","BZN|NL","2804.00","N/A"," ","638.83"
"03/01/2018 00:30:00 - 03/01/2018 00:45:00","BZN|NL","2836.00","N/A"," ","651.44"
"03/01/2018 00:45:00 - 03/01/2018 01:00:00","BZN|NL","2870.00","N/A"," ","652.61"
"03/01/2018 01:00:00 - 03/01/2018 01:15:00","BZN|NL","3476.00","N/A"," ","645.65"
"03/01/2018 01:15:00 - 03/01/2018 01:30:00","BZN|NL","3541.00","N/A"," ","651.17"
"03/01/2018 01:30:00 - 03/01/2018 01:45:00","BZN|NL","3559.00","N/A"," ","653.01"
"03/01/2018 01:45:00 - 03/01/2018 02:00:00","BZN|NL","3578.00","N/A"," ","630.90"
"03/01/2018 02:00:00 - 03/01/2018 02:15:00","BZN|NL","3595.00","N/A"," ","651.27"
"03/01/2018 02:15:00 - 03/01/2018 02:30:00","BZN|NL","3626.00","N/A"," ","648.84"
"03/01/2018 02:30:00 - 03/01/2018 02:45:00","BZN|NL","3673.00","N/A"," ","667.46"
"03/01/2018 02:45:00 - 03/01/2018 03:00:00","BZN|NL","3718.00","N/A"," ","676.65"
"03/01/2018 03:00:00 - 03/01/2018 03:15:00","BZN|NL","3763.00","N/A"," ","656.46"
"03/01/2018 03:15:00 - 03/01/2018 03:30:00","BZN|NL","3795.00","N/A"," ","666.08"
"03/01/2018 03:30:00 - 03/01/2018 03:45:00","BZN|NL","3816.00","N/A"," ","657.09"
"03/01/2018 03:45:00 - 03/01/2018 04:00:00","BZN|NL","3837.00","N/A"," ","631.24"
"03/01/2018 04:00:00 - 03/01/2018 04:15:00","BZN|NL","3858.00","N/A"," ","648.65"
"03/01/2018 04:15:00 - 03/01/2018 04:30:00","BZN|NL","3864.00","N/A"," ","672.57"
"03/01/2018 04:30:00 - 03/01/2018 04:45:00","BZN|NL","3852.00","N/A"," ","673.19"
"03/01/2018 04:45:00 - 03/01/2018 05:00:00","BZN|NL","3840.00","N/A"," ","666.53"
"03/01/2018 05:00:00 - 03/01/2018 05:15:00","BZN|NL","3829.00","N/A"," ","658.24"
"03/01/2018 05:15:00 - 03/01/2018 05:30:00","BZN|NL","3817.00","N/A"," ","646.59"
"03/01/2018 05:30:00 - 03/01/2018 05:45:00","BZN|NL","3805.00","N/A"," ","654.99"
"03/01/2018 05:45:00 - 03/01/2018 06:00:00","BZN|NL","3793.00","N/A"," ","676.03"
"03/01/2018 06:00:00 - 03/01/2018 06:15:00","BZN|NL","3779.00","N/A"," ","674.49"
"03/01/2018 06:15:00 - 03/01/2018 06:30:00","BZN|NL","3764.00","N/A"," ","672.35"
"03/01/2018 06:30:00 - 03/01/2018 06:45:00","BZN|NL","3744.00","N/A"," ","671.00"
"03/01/2018 06:45:00 - 03/01/2018 07:00:00","BZN|NL","3724.00","N/A"," ","664.28"
"03/01/2018 07:00:00 - 03/01/2018 07:15:00","BZN|NL","3705.00","N/A"," ","647.09"
"03/01/2018 07:15:00 - 03/01/2018 07:30:00","BZN|NL","3693.00","N/A"," ","664.70"
"03/01/2018 07:30:00 - 03/01/2018 07:45:00","BZN|NL","3694.00","N/A"," ","641.79"
"03/01/2018 07:45:00 - 03/01/2018 08:00:00","BZN|NL","3694.00","N/A"," ","629.92"
"03/01/2018 08:00:00 - 03/01/2018 08:15:00","BZN|NL","3695.00","N/A"," ","649.35"
"03/01/2018 08:15:00 - 03/01/2018 08:30:00","BZN|NL","3712.00","N/A"," ","666.20"
"03/01/2018 08:30:00 - 03/01/2018 08:45:00","BZN|NL","3748.00","N/A"," ","670.62"
"03/01/2018 08:45:00 - 03/01/2018 09:00:00","BZN|NL","3783.00","N/A"," ","673.64"
"03/01/2018 09:00:00 - 03/01/2018 09:15:00","BZN|NL","3817.00","N/A"," ","670.89"
"03/01/2018 09:15:00 - 03/01/2018 09:30:00","BZN|NL","3836.00","N/A"," ","666.81"
"03/01/2018 09:30:00 - 03/01/2018 09:45:00","BZN|NL","3838.00","N/A"," ","669.18"
"03/01/2018 09:45:00 - 03/01/2018 10:00:00","BZN|NL","3841.00","N/A"," ","665.82"
"03/01/2018 10:00:00 - 03/01/2018 10:15:00","BZN|NL","3842.00","N/A"," ","637.46"
"03/01/2018 10:15:00 - 03/01/2018 10:30:00","BZN|NL","3853.00","N/A"," ","567.96"
"03/01/2018 10:30:00 - 03/01/2018 10:45:00","BZN|NL","3870.00","N/A"," ","513.83"
"03/01/2018 10:45:00 - 03/01/2018 11:00:00","BZN|NL","3886.00","N/A"," ","479.63"
"03/01/2018 11:00:00 - 03/01/2018 11:15:00","BZN|NL","3904.00","N/A"," ","435.84"
"03/01/2018 11:15:00 - 03/01/2018 11:30:00","BZN|NL","3912.00","N/A"," ","381.97"
"03/01/2018 11:30:00 - 03/01/2018 11:45:00","BZN|NL","3910.00","N/A"," ","384.37"
"03/01/2018 11:45:00 - 03/01/2018 12:00:00","BZN|NL","3904.00","N/A"," ","398.34"
"03/01/2018 12:00:00 - 03/01/2018 12:15:00","BZN|NL","3903.00","N/A"," ","349.29"
"03/01/2018 12:15:00 - 03/01/2018 12:30:00","BZN|NL","3902.00","N/A"," ","312.67"
"03/01/2018 12:30:00 - 03/01/2018 12:45:00","BZN|NL","3903.00","N/A"," ","278.62"
"03/01/2018 12:45:00 - 03/01/2018 13:00:00","BZN|NL","3902.00","N/A"," ","371.11"
"03/01/2018 13:00:00 - 03/01/2018 13:15:00","BZN|NL","3900.00","N/A"," ","387.26"
"03/01/2018 13:15:00 - 03/01/2018 13:30:00","BZN|NL","3910.00","N/A"," ","393.73"
"03/01/2018 13:30:00 - 03/01/2018 13:45:00","BZN|NL","3922.00","N/A"," ","392.77"
"03/01/2018 13:45:00 - 03/01/2018 14:00:00","BZN|NL","3936.00","N/A"," ","377.31"
"03/01/2018 14:00:00 - 03/01/2018 14:15:00","BZN|NL","3947.00","N/A"," ","413.68"
"03/01/2018 14:15:00 - 03/01/2018 14:30:00","BZN|NL","3955.00","N/A"," ","456.72"
"03/01/2018 14:30:00 - 03/01/2018 14:45:00","BZN|NL","3962.00","N/A"," ","478.03"
"03/01/2018 14:45:00 - 03/01/2018 15:00:00","BZN|NL","3970.00","N/A"," ","512.27"
"03/01/2018 15:00:00 - 03/01/2018 15:15:00","BZN|NL","3976.00","N/A"," ","515.78"
"03/01/2018 15:15:00 - 03/01/2018 15:30:00","BZN|NL","3980.00","N/A"," ","513.64"
"03/01/2018 15:30:00 - 03/01/2018 15:45:00","BZN|NL","3982.00","N/A"," ","478.58"
"03/01/2018 15:45:00 - 03/01/2018 16:00:00","BZN|NL","3983.00","N/A"," ","500.96"
"03/01/2018 16:00:00 - 03/01/2018 16:15:00","BZN|NL","3986.00","N/A"," ","536.71"
"03/01/2018 16:15:00 - 03/01/2018 16:30:00","BZN|NL","3986.00","N/A"," ","497.95"
"03/01/2018 16:30:00 - 03/01/2018 16:45:00","BZN|NL","3985.00","N/A"," ","513.63"
"03/01/2018 16:45:00 - 03/01/2018 17:00:00","BZN|NL","3985.00","N/A"," ","517.51"
"03/01/2018 17:00:00 - 03/01/2018 17:15:00","BZN|NL","3983.00","N/A"," ","532.92"
"03/01/2018 17:15:00 - 03/01/2018 17:30:00","BZN|NL","3983.00","N/A"," ","539.58"
