"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"02/01/2017 05:00:00 - 02/01/2017 05:15:00","BZN|NL","857.00","N/A"," ","270.70"
"02/01/2017 05:15:00 - 02/01/2017 05:30:00","BZN|NL","892.00","N/A"," ","269.69"
"02/01/2017 05:30:00 - 02/01/2017 05:45:00","BZN|NL","915.00","N/A"," ","286.98"
"02/01/2017 05:45:00 - 02/01/2017 06:00:00","BZN|NL","938.00","N/A"," ","266.77"
"02/01/2017 06:00:00 - 02/01/2017 06:15:00","BZN|NL","959.00","N/A"," ","265.44"
"02/01/2017 06:15:00 - 02/01/2017 06:30:00","BZN|NL","978.00","N/A"," ","285.17"
"02/01/2017 06:30:00 - 02/01/2017 06:45:00","BZN|NL","996.00","N/A"," ","281.25"
"02/01/2017 06:45:00 - 02/01/2017 07:00:00","BZN|NL","1012.00","N/A"," ","268.22"
"02/01/2017 07:00:00 - 02/01/2017 07:15:00","BZN|NL","1031.00","N/A"," ","255.03"
"02/01/2017 07:15:00 - 02/01/2017 07:30:00","BZN|NL","1039.00","N/A"," ","246.67"
"02/01/2017 07:30:00 - 02/01/2017 07:45:00","BZN|NL","1038.00","N/A"," ","287.44"
"02/01/2017 07:45:00 - 02/01/2017 08:00:00","BZN|NL","1039.00","N/A"," ","376.15"
"02/01/2017 08:00:00 - 02/01/2017 08:15:00","BZN|NL","1042.00","N/A"," ","296.62"
"02/01/2017 08:15:00 - 02/01/2017 08:30:00","BZN|NL","1045.00","N/A"," ","383.68"
"02/01/2017 08:30:00 - 02/01/2017 08:45:00","BZN|NL","1050.00","N/A"," ","304.68"
"02/01/2017 08:45:00 - 02/01/2017 09:00:00","BZN|NL","1053.00","N/A"," ","335.98"
"02/01/2017 09:00:00 - 02/01/2017 09:15:00","BZN|NL","1058.00","N/A"," ","350.53"
"02/01/2017 09:15:00 - 02/01/2017 09:30:00","BZN|NL","1053.00","N/A"," ","324.46"
"02/01/2017 09:30:00 - 02/01/2017 09:45:00","BZN|NL","1039.00","N/A"," ","310.75"
"02/01/2017 09:45:00 - 02/01/2017 10:00:00","BZN|NL","1023.00","N/A"," ","298.86"
"02/01/2017 10:00:00 - 02/01/2017 10:15:00","BZN|NL","1009.00","N/A"," ","274.26"
"02/01/2017 10:15:00 - 02/01/2017 10:30:00","BZN|NL","997.00","N/A"," ","209.15"
"02/01/2017 10:30:00 - 02/01/2017 10:45:00","BZN|NL","980.00","N/A"," ","187.13"
"02/01/2017 10:45:00 - 02/01/2017 11:00:00","BZN|NL","965.00","N/A"," ","176.00"
"02/01/2017 11:00:00 - 02/01/2017 11:15:00","BZN|NL","951.00","N/A"," ","199.32"
"02/01/2017 11:15:00 - 02/01/2017 11:30:00","BZN|NL","940.00","N/A"," ","231.35"
"02/01/2017 11:30:00 - 02/01/2017 11:45:00","BZN|NL","933.00","N/A"," ","257.39"
"02/01/2017 11:45:00 - 02/01/2017 12:00:00","BZN|NL","928.00","N/A"," ","282.43"
"02/01/2017 12:00:00 - 02/01/2017 12:15:00","BZN|NL","923.00","N/A"," ","310.69"
"02/01/2017 12:15:00 - 02/01/2017 12:30:00","BZN|NL","922.00","N/A"," ","290.64"
"02/01/2017 12:30:00 - 02/01/2017 12:45:00","BZN|NL","926.00","N/A"," ","252.81"
"02/01/2017 12:45:00 - 02/01/2017 13:00:00","BZN|NL","932.00","N/A"," ","198.93"
"02/01/2017 13:00:00 - 02/01/2017 13:15:00","BZN|NL","936.00","N/A"," ","200.65"
"02/01/2017 13:15:00 - 02/01/2017 13:30:00","BZN|NL","937.00","N/A"," ","238.60"
"02/01/2017 13:30:00 - 02/01/2017 13:45:00","BZN|NL","937.00","N/A"," ","301.61"
"02/01/2017 13:45:00 - 02/01/2017 14:00:00","BZN|NL","935.00","N/A"," ","258.18"
"02/01/2017 14:00:00 - 02/01/2017 14:15:00","BZN|NL","935.00","N/A"," ","228.00"
"02/01/2017 14:15:00 - 02/01/2017 14:30:00","BZN|NL","920.00","N/A"," ","216.52"
"02/01/2017 14:30:00 - 02/01/2017 14:45:00","BZN|NL","890.00","N/A"," ","217.46"
"02/01/2017 14:45:00 - 02/01/2017 15:00:00","BZN|NL","859.00","N/A"," ","244.43"
"02/01/2017 15:00:00 - 02/01/2017 15:15:00","BZN|NL","829.00","N/A"," ","322.16"
"02/01/2017 15:15:00 - 02/01/2017 15:30:00","BZN|NL","796.00","N/A"," ","244.10"
"02/01/2017 15:30:00 - 02/01/2017 15:45:00","BZN|NL","763.00","N/A"," ","175.65"
"02/01/2017 15:45:00 - 02/01/2017 16:00:00","BZN|NL","728.00","N/A"," ","216.44"
"02/01/2017 16:00:00 - 02/01/2017 16:15:00","BZN|NL","695.00","N/A"," ","328.98"
"02/01/2017 16:15:00 - 02/01/2017 16:30:00","BZN|NL","681.00","N/A"," ","213.84"
"02/01/2017 16:30:00 - 02/01/2017 16:45:00","BZN|NL","684.00","N/A"," ","127.57"
"02/01/2017 16:45:00 - 02/01/2017 17:00:00","BZN|NL","688.00","N/A"," ","130.32"
"02/01/2017 17:00:00 - 02/01/2017 17:15:00","BZN|NL","694.00","N/A"," ","204.55"
"02/01/2017 17:15:00 - 02/01/2017 17:30:00","BZN|NL","707.00","N/A"," ","183.98"
"02/01/2017 17:30:00 - 02/01/2017 17:45:00","BZN|NL","727.00","N/A"," ","141.64"
"02/01/2017 17:45:00 - 02/01/2017 18:00:00","BZN|NL","747.00","N/A"," ","101.62"
"02/01/2017 18:00:00 - 02/01/2017 18:15:00","BZN|NL","769.00","N/A"," ","131.04"
"02/01/2017 18:15:00 - 02/01/2017 18:30:00","BZN|NL","770.00","N/A"," ","155.75"
"02/01/2017 18:30:00 - 02/01/2017 18:45:00","BZN|NL","745.00","N/A"," ","147.42"
"02/01/2017 18:45:00 - 02/01/2017 19:00:00","BZN|NL","720.00","N/A"," ","144.46"
"02/01/2017 19:00:00 - 02/01/2017 19:15:00","BZN|NL","700.00","N/A"," ","173.79"
"02/01/2017 19:15:00 - 02/01/2017 19:30:00","BZN|NL","686.00","N/A"," ","203.92"
"02/01/2017 19:30:00 - 02/01/2017 19:45:00","BZN|NL","687.00","N/A"," ","273.48"
"02/01/2017 19:45:00 - 02/01/2017 20:00:00","BZN|NL","686.00","N/A"," ","295.49"
"02/01/2017 20:00:00 - 02/01/2017 20:15:00","BZN|NL","684.00","N/A"," ","225.24"
"02/01/2017 20:15:00 - 02/01/2017 20:30:00","BZN|NL","684.00","N/A"," ","170.83"
"02/01/2017 20:30:00 - 02/01/2017 20:45:00","BZN|NL","683.00","N/A"," ","148.62"
"02/01/2017 20:45:00 - 02/01/2017 21:00:00","BZN|NL","680.00","N/A"," ","167.99"
"02/01/2017 21:00:00 - 02/01/2017 21:15:00","BZN|NL","679.00","N/A"," ","182.12"
"02/01/2017 21:15:00 - 02/01/2017 21:30:00","BZN|NL","680.00","N/A"," ","190.69"
"02/01/2017 21:30:00 - 02/01/2017 21:45:00","BZN|NL","685.00","N/A"," ","223.75"
"02/01/2017 21:45:00 - 02/01/2017 22:00:00","BZN|NL","693.00","N/A"," ","235.89"
"02/01/2017 22:00:00 - 02/01/2017 22:15:00","BZN|NL","697.00","N/A"," ","244.92"
"02/01/2017 22:15:00 - 02/01/2017 22:30:00","BZN|NL","705.00","N/A"," ","238.92"
"02/01/2017 22:30:00 - 02/01/2017 22:45:00","BZN|NL","711.00","N/A"," ","204.37"
"02/01/2017 22:45:00 - 02/01/2017 23:00:00","BZN|NL","719.00","N/A"," ","224.70"
"02/01/2017 23:00:00 - 02/01/2017 23:15:00","BZN|NL","727.00","N/A"," ","206.54"
"02/01/2017 23:15:00 - 02/01/2017 23:30:00","BZN|NL","752.00","N/A"," ","224.74"
"02/01/2017 23:30:00 - 02/01/2017 23:45:00","BZN|NL","796.00","N/A"," ","272.09"
"02/01/2017 23:45:00 - 03/01/2017 00:00:00","BZN|NL","839.00","N/A"," ","288.26"
"03/01/2017 00:00:00 - 03/01/2017 00:15:00","BZN|NL","1128.24","N/A"," ","306.04"
"03/01/2017 00:15:00 - 03/01/2017 00:30:00","BZN|NL","1203.94","N/A"," ","310.64"
"03/01/2017 00:30:00 - 03/01/2017 00:45:00","BZN|NL","1205.94","N/A"," ","342.84"
"03/01/2017 00:45:00 - 03/01/2017 01:00:00","BZN|NL","1235.87","N/A"," ","296.13"
"03/01/2017 01:00:00 - 03/01/2017 01:15:00","BZN|NL","1247.98","N/A"," ","252.94"
"03/01/2017 01:15:00 - 03/01/2017 01:30:00","BZN|NL","1231.85","N/A"," ","293.54"
"03/01/2017 01:30:00 - 03/01/2017 01:45:00","BZN|NL","1158.34","N/A"," ","335.15"
"03/01/2017 01:45:00 - 03/01/2017 02:00:00","BZN|NL","1246.15","N/A"," ","360.95"
"03/01/2017 02:00:00 - 03/01/2017 02:15:00","BZN|NL","1258.45","N/A"," ","334.67"
"03/01/2017 02:15:00 - 03/01/2017 02:30:00","BZN|NL","1179.36","N/A"," ","333.27"
"03/01/2017 02:30:00 - 03/01/2017 02:45:00","BZN|NL","1107.64","N/A"," ","339.19"
"03/01/2017 02:45:00 - 03/01/2017 03:00:00","BZN|NL","1063.42","N/A"," ","326.66"
"03/01/2017 03:00:00 - 03/01/2017 03:15:00","BZN|NL","1068.59","N/A"," ","287.17"
"03/01/2017 03:15:00 - 03/01/2017 03:30:00","BZN|NL","1021.17","N/A"," ","254.17"
"03/01/2017 03:30:00 - 03/01/2017 03:45:00","BZN|NL","981.27","N/A"," ","255.64"
"03/01/2017 03:45:00 - 03/01/2017 04:00:00","BZN|NL","1005.87","N/A"," ","259.14"
"03/01/2017 04:00:00 - 03/01/2017 04:15:00","BZN|NL","915.22","N/A"," ","266.32"
"03/01/2017 04:15:00 - 03/01/2017 04:30:00","BZN|NL","888.19","N/A"," ","281.88"
"03/01/2017 04:30:00 - 03/01/2017 04:45:00","BZN|NL","860.69","N/A"," ","302.88"
"03/01/2017 04:45:00 - 03/01/2017 05:00:00","BZN|NL","864.43","N/A"," ","305.28"
"03/01/2017 05:00:00 - 03/01/2017 05:15:00","BZN|NL","826.26","N/A"," ","259.74"
"03/01/2017 05:15:00 - 03/01/2017 05:30:00","BZN|NL","743.17","N/A"," ","278.33"
"03/01/2017 05:30:00 - 03/01/2017 05:45:00","BZN|NL","642.83","N/A"," ","292.56"
"03/01/2017 05:45:00 - 03/01/2017 06:00:00","BZN|NL","658.95","N/A"," ","301.83"
"03/01/2017 06:00:00 - 03/01/2017 06:15:00","BZN|NL","679.25","N/A"," ","323.84"
"03/01/2017 06:15:00 - 03/01/2017 06:30:00","BZN|NL","755.65","N/A"," ","332.60"
"03/01/2017 06:30:00 - 03/01/2017 06:45:00","BZN|NL","759.32","N/A"," ","351.57"
"03/01/2017 06:45:00 - 03/01/2017 07:00:00","BZN|NL","755.63","N/A"," ","388.02"
"03/01/2017 07:00:00 - 03/01/2017 07:15:00","BZN|NL","734.81","N/A"," ","414.84"
"03/01/2017 07:15:00 - 03/01/2017 07:30:00","BZN|NL","734.62","N/A"," ","449.94"
"03/01/2017 07:30:00 - 03/01/2017 07:45:00","BZN|NL","736.85","N/A"," ","470.44"
"03/01/2017 07:45:00 - 03/01/2017 08:00:00","BZN|NL","726.53","N/A"," ","462.04"
"03/01/2017 08:00:00 - 03/01/2017 08:15:00","BZN|NL","721.28","N/A"," ","440.57"
"03/01/2017 08:15:00 - 03/01/2017 08:30:00","BZN|NL","692.27","N/A"," ","454.76"
"03/01/2017 08:30:00 - 03/01/2017 08:45:00","BZN|NL","696.02","N/A"," ","469.24"
"03/01/2017 08:45:00 - 03/01/2017 09:00:00","BZN|NL","683.35","N/A"," ","452.66"
"03/01/2017 09:00:00 - 03/01/2017 09:15:00","BZN|NL","667.25","N/A"," ","462.62"
"03/01/2017 09:15:00 - 03/01/2017 09:30:00","BZN|NL","629.95","N/A"," ","467.44"
