"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2023 04:45:00 - 01/01/2023 05:00:00","BZN|NL","5413.00","5413.00"," ","1759.63"
"01/01/2023 05:00:00 - 01/01/2023 05:15:00","BZN|NL","5380.00","5380.00"," ","1763.57"
"01/01/2023 05:15:00 - 01/01/2023 05:30:00","BZN|NL","5316.00","5316.00"," ","1762.31"
"01/01/2023 05:30:00 - 01/01/2023 05:45:00","BZN|NL","5219.00","5219.00"," ","1766.57"
"01/01/2023 05:45:00 - 01/01/2023 06:00:00","BZN|NL","5122.00","5122.00"," ","1776.10"
"01/01/2023 06:00:00 - 01/01/2023 06:15:00","BZN|NL","5025.00","5025.00"," ","1834.65"
"01/01/2023 06:15:00 - 01/01/2023 06:30:00","BZN|NL","4955.00","4955.00"," ","1829.13"
"01/01/2023 06:30:00 - 01/01/2023 06:45:00","BZN|NL","4910.00","4910.00"," ","1811.71"
"01/01/2023 06:45:00 - 01/01/2023 07:00:00","BZN|NL","4866.00","4866.00"," ","1800.12"
"01/01/2023 07:00:00 - 01/01/2023 07:15:00","BZN|NL","4822.00","4822.00"," ","1669.86"
"01/01/2023 07:15:00 - 01/01/2023 07:30:00","BZN|NL","4775.00","4775.00"," ","1647.90"
"01/01/2023 07:30:00 - 01/01/2023 07:45:00","BZN|NL","4721.00","4721.00"," ","1720.89"
"01/01/2023 07:45:00 - 01/01/2023 08:00:00","BZN|NL","4669.00","4669.00"," ","1743.57"
"01/01/2023 08:00:00 - 01/01/2023 08:15:00","BZN|NL","4618.00","4618.00"," ","1879.09"
"01/01/2023 08:15:00 - 01/01/2023 08:30:00","BZN|NL","4564.00","4564.00"," ","1959.64"
"01/01/2023 08:30:00 - 01/01/2023 08:45:00","BZN|NL","4507.00","4507.00"," ","1963.57"
"01/01/2023 08:45:00 - 01/01/2023 09:00:00","BZN|NL","4450.00","4450.00"," ","1946.80"
"01/01/2023 09:00:00 - 01/01/2023 09:15:00","BZN|NL","4392.00","4392.00"," ","1872.34"
"01/01/2023 09:15:00 - 01/01/2023 09:30:00","BZN|NL","4335.00","4335.00"," ","1900.05"
"01/01/2023 09:30:00 - 01/01/2023 09:45:00","BZN|NL","4278.00","4278.00"," ","1924.33"
"01/01/2023 09:45:00 - 01/01/2023 10:00:00","BZN|NL","4223.00","4223.00"," ","1950.28"
"01/01/2023 10:00:00 - 01/01/2023 10:15:00","BZN|NL","4166.00","4166.00"," ","2032.09"
"01/01/2023 10:15:00 - 01/01/2023 10:30:00","BZN|NL","4117.00","4117.00"," ","2023.79"
"01/01/2023 10:30:00 - 01/01/2023 10:45:00","BZN|NL","4079.00","4079.00"," ","2000.01"
"01/01/2023 10:45:00 - 01/01/2023 11:00:00","BZN|NL","4041.00","4041.00"," ","1978.95"
"01/01/2023 11:00:00 - 01/01/2023 11:15:00","BZN|NL","4000.00","4000.00"," ","1989.62"
"01/01/2023 11:15:00 - 01/01/2023 11:30:00","BZN|NL","3963.00","3963.00"," ","1905.72"
"01/01/2023 11:30:00 - 01/01/2023 11:45:00","BZN|NL","3931.00","3931.00"," ","1880.81"
"01/01/2023 11:45:00 - 01/01/2023 12:00:00","BZN|NL","3899.00","3899.00"," ","1934.70"
"01/01/2023 12:00:00 - 01/01/2023 12:15:00","BZN|NL","3866.00","3866.00"," ","2047.30"
"01/01/2023 12:15:00 - 01/01/2023 12:30:00","BZN|NL","3834.00","3834.00"," ","2048.00"
"01/01/2023 12:30:00 - 01/01/2023 12:45:00","BZN|NL","3803.00","3803.00"," ","2059.00"
"01/01/2023 12:45:00 - 01/01/2023 13:00:00","BZN|NL","3769.00","3769.00"," ","2036.45"
"01/01/2023 13:00:00 - 01/01/2023 13:15:00","BZN|NL","3738.00","3738.00"," ","1637.94"
"01/01/2023 13:15:00 - 01/01/2023 13:30:00","BZN|NL","3706.00","3706.00"," ","1619.92"
"01/01/2023 13:30:00 - 01/01/2023 13:45:00","BZN|NL","3673.00","3673.00"," ","1568.48"
"01/01/2023 13:45:00 - 01/01/2023 14:00:00","BZN|NL","3644.00","3644.00"," ","1561.06"
"01/01/2023 14:00:00 - 01/01/2023 14:15:00","BZN|NL","3611.00","3611.00"," ","1754.52"
"01/01/2023 14:15:00 - 01/01/2023 14:30:00","BZN|NL","3581.00","3581.00"," ","1810.26"
"01/01/2023 14:30:00 - 01/01/2023 14:45:00","BZN|NL","3548.00","3548.00"," ","1782.24"
"01/01/2023 14:45:00 - 01/01/2023 15:00:00","BZN|NL","3517.00","3517.00"," ","1688.86"
"01/01/2023 15:00:00 - 01/01/2023 15:15:00","BZN|NL","3484.00","3484.00"," ","1650.18"
"01/01/2023 15:15:00 - 01/01/2023 15:30:00","BZN|NL","3449.00","3449.00"," ","1572.46"
"01/01/2023 15:30:00 - 01/01/2023 15:45:00","BZN|NL","3413.00","3413.00"," ","1548.70"
"01/01/2023 15:45:00 - 01/01/2023 16:00:00","BZN|NL","3377.00","3377.00"," ","1499.57"
"01/01/2023 16:00:00 - 01/01/2023 16:15:00","BZN|NL","3340.00","3340.00"," ","1368.41"
"01/01/2023 16:15:00 - 01/01/2023 16:30:00","BZN|NL","3301.00","3301.00"," ","1361.26"
"01/01/2023 16:30:00 - 01/01/2023 16:45:00","BZN|NL","3259.00","3259.00"," ","1301.09"
"01/01/2023 16:45:00 - 01/01/2023 17:00:00","BZN|NL","3219.00","3219.00"," ","1244.96"
"01/01/2023 17:00:00 - 01/01/2023 17:15:00","BZN|NL","3176.00","3176.00"," ","1200.47"
"01/01/2023 17:15:00 - 01/01/2023 17:30:00","BZN|NL","3125.00","3125.00"," ","1265.79"
"01/01/2023 17:30:00 - 01/01/2023 17:45:00","BZN|NL","3067.00","3067.00"," ","1285.65"
"01/01/2023 17:45:00 - 01/01/2023 18:00:00","BZN|NL","3010.00","3010.00"," ","1270.73"
"01/01/2023 18:00:00 - 01/01/2023 18:15:00","BZN|NL","2953.00","2953.00"," ","1284.88"
"01/01/2023 18:15:00 - 01/01/2023 18:30:00","BZN|NL","2889.00","2889.00"," ","1363.82"
"01/01/2023 18:30:00 - 01/01/2023 18:45:00","BZN|NL","2819.00","2819.00"," ","1377.44"
"01/01/2023 18:45:00 - 01/01/2023 19:00:00","BZN|NL","2747.00","2747.00"," ","1376.75"
"01/01/2023 19:00:00 - 01/01/2023 19:15:00","BZN|NL","2677.00","2677.00"," ","1303.89"
"01/01/2023 19:15:00 - 01/01/2023 19:30:00","BZN|NL","2606.00","2606.00"," ","1164.45"
"01/01/2023 19:30:00 - 01/01/2023 19:45:00","BZN|NL","2533.00","2533.00"," ","1031.35"
"01/01/2023 19:45:00 - 01/01/2023 20:00:00","BZN|NL","2461.00","2461.00"," ","956.02"
"01/01/2023 20:00:00 - 01/01/2023 20:15:00","BZN|NL","2389.00","2389.00"," ","1175.98"
"01/01/2023 20:15:00 - 01/01/2023 20:30:00","BZN|NL","2318.00","2318.00"," ","1140.39"
"01/01/2023 20:30:00 - 01/01/2023 20:45:00","BZN|NL","2250.00","2250.00"," ","1043.79"
"01/01/2023 20:45:00 - 01/01/2023 21:00:00","BZN|NL","2183.00","2183.00"," ","1035.87"
"01/01/2023 21:00:00 - 01/01/2023 21:15:00","BZN|NL","2114.00","2114.00"," ","1114.30"
"01/01/2023 21:15:00 - 01/01/2023 21:30:00","BZN|NL","2046.00","2046.00"," ","1050.23"
"01/01/2023 21:30:00 - 01/01/2023 21:45:00","BZN|NL","1981.00","1981.00"," ","954.00"
"01/01/2023 21:45:00 - 01/01/2023 22:00:00","BZN|NL","1913.00","1913.00"," ","731.96"
"01/01/2023 22:00:00 - 01/01/2023 22:15:00","BZN|NL","1849.00","1849.00"," ","678.17"
"01/01/2023 22:15:00 - 01/01/2023 22:30:00","BZN|NL","1778.00","1778.00"," ","668.30"
"01/01/2023 22:30:00 - 01/01/2023 22:45:00","BZN|NL","1707.00","1707.00"," ","701.80"
"01/01/2023 22:45:00 - 01/01/2023 23:00:00","BZN|NL","1632.00","1632.00"," ","693.98"
"01/01/2023 23:00:00 - 01/01/2023 23:15:00","BZN|NL","1557.00","1557.00"," ","723.02"
"01/01/2023 23:15:00 - 01/01/2023 23:30:00","BZN|NL","1488.00","1488.00"," ","804.11"
"01/01/2023 23:30:00 - 01/01/2023 23:45:00","BZN|NL","1418.00","1418.00"," ","794.20"
"01/01/2023 23:45:00 - 02/01/2023 00:00:00","BZN|NL","1350.00","1350.00"," ","676.97"
"02/01/2023 00:00:00 - 02/01/2023 00:15:00","BZN|NL","733.00","733.00"," ","688.33"
"02/01/2023 00:15:00 - 02/01/2023 00:30:00","BZN|NL","743.00","743.00"," ","765.97"
"02/01/2023 00:30:00 - 02/01/2023 00:45:00","BZN|NL","772.00","772.00"," ","785.85"
"02/01/2023 00:45:00 - 02/01/2023 01:00:00","BZN|NL","801.00","801.00"," ","790.44"
"02/01/2023 01:00:00 - 02/01/2023 01:15:00","BZN|NL","827.00","827.00"," ","922.34"
"02/01/2023 01:15:00 - 02/01/2023 01:30:00","BZN|NL","885.00","885.00"," ","1007.77"
"02/01/2023 01:30:00 - 02/01/2023 01:45:00","BZN|NL","972.00","972.00"," ","1005.86"
"02/01/2023 01:45:00 - 02/01/2023 02:00:00","BZN|NL","1062.00","1062.00"," ","1037.76"
"02/01/2023 02:00:00 - 02/01/2023 02:15:00","BZN|NL","1150.00","1150.00"," ","1154.57"
"02/01/2023 02:15:00 - 02/01/2023 02:30:00","BZN|NL","1252.00","1252.00"," ","1201.07"
"02/01/2023 02:30:00 - 02/01/2023 02:45:00","BZN|NL","1369.00","1369.00"," ","1170.32"
"02/01/2023 02:45:00 - 02/01/2023 03:00:00","BZN|NL","1486.00","1486.00"," ","1223.52"
"02/01/2023 03:00:00 - 02/01/2023 03:15:00","BZN|NL","1603.00","1603.00"," ","1199.31"
"02/01/2023 03:15:00 - 02/01/2023 03:30:00","BZN|NL","1729.00","1729.00"," ","1206.93"
"02/01/2023 03:30:00 - 02/01/2023 03:45:00","BZN|NL","1864.00","1864.00"," ","1192.14"
"02/01/2023 03:45:00 - 02/01/2023 04:00:00","BZN|NL","1998.00","1998.00"," ","1194.74"
"02/01/2023 04:00:00 - 02/01/2023 04:15:00","BZN|NL","2130.00","2130.00"," ","1149.71"
"02/01/2023 04:15:00 - 02/01/2023 04:30:00","BZN|NL","2170.00","2170.00"," ","1239.76"
"02/01/2023 04:30:00 - 02/01/2023 04:45:00","BZN|NL","2110.00","2110.00"," ","1233.06"
"02/01/2023 04:45:00 - 02/01/2023 05:00:00","BZN|NL","2055.00","2055.00"," ","1184.20"
"02/01/2023 05:00:00 - 02/01/2023 05:15:00","BZN|NL","1993.00","1993.00"," ","1109.14"
"02/01/2023 05:15:00 - 02/01/2023 05:30:00","BZN|NL","1940.00","1940.00"," ","1175.30"
"02/01/2023 05:30:00 - 02/01/2023 05:45:00","BZN|NL","1888.00","1888.00"," ","1205.64"
"02/01/2023 05:45:00 - 02/01/2023 06:00:00","BZN|NL","1837.00","1837.00"," ","1259.09"
"02/01/2023 06:00:00 - 02/01/2023 06:15:00","BZN|NL","1783.00","1783.00"," ","1230.66"
"02/01/2023 06:15:00 - 02/01/2023 06:30:00","BZN|NL","1739.00","1739.00"," ","1197.37"
"02/01/2023 06:30:00 - 02/01/2023 06:45:00","BZN|NL","1699.00","1699.00"," ","1228.46"
"02/01/2023 06:45:00 - 02/01/2023 07:00:00","BZN|NL","1660.00","1660.00"," ","1385.73"
"02/01/2023 07:00:00 - 02/01/2023 07:15:00","BZN|NL","1621.00","1621.00"," ","1183.43"
"02/01/2023 07:15:00 - 02/01/2023 07:30:00","BZN|NL","1568.00","1568.00"," ","1184.34"
"02/01/2023 07:30:00 - 02/01/2023 07:45:00","BZN|NL","1498.00","1498.00"," ","1060.06"
"02/01/2023 07:45:00 - 02/01/2023 08:00:00","BZN|NL","1427.00","1427.00"," ","1005.02"
"02/01/2023 08:00:00 - 02/01/2023 08:15:00","BZN|NL","1354.00","1354.00"," ","919.42"
"02/01/2023 08:15:00 - 02/01/2023 08:30:00","BZN|NL","1291.00","1291.00"," ","822.31"
"02/01/2023 08:30:00 - 02/01/2023 08:45:00","BZN|NL","1233.00","1233.00"," ","786.01"
"02/01/2023 08:45:00 - 02/01/2023 09:00:00","BZN|NL","1174.00","1174.00"," ","781.21"
"02/01/2023 09:00:00 - 02/01/2023 09:15:00","BZN|NL","1114.00","1114.00"," ","705.35"
"02/01/2023 09:15:00 - 02/01/2023 09:30:00","BZN|NL","1063.00","1063.00"," ","804.00"
"02/01/2023 09:30:00 - 02/01/2023 09:45:00","BZN|NL","1021.00","1021.00"," ","847.43"
"02/01/2023 09:45:00 - 02/01/2023 10:00:00","BZN|NL","978.00","978.00"," ","838.20"
"02/01/2023 10:00:00 - 02/01/2023 10:15:00","BZN|NL","936.00","936.00"," ","951.88"
"02/01/2023 10:15:00 - 02/01/2023 10:30:00","BZN|NL","907.00","907.00"," ","1012.72"
"02/01/2023 10:30:00 - 02/01/2023 10:45:00","BZN|NL","901.00","901.00"," ","1068.98"
"02/01/2023 10:45:00 - 02/01/2023 11:00:00","BZN|NL","890.00","890.00"," ","1027.81"
"02/01/2023 11:00:00 - 02/01/2023 11:15:00","BZN|NL","879.00","879.00"," ","950.99"
"02/01/2023 11:15:00 - 02/01/2023 11:30:00","BZN|NL","875.00","875.00"," ","929.68"
"02/01/2023 11:30:00 - 02/01/2023 11:45:00","BZN|NL","876.00","876.00"," ","980.40"
"02/01/2023 11:45:00 - 02/01/2023 12:00:00","BZN|NL","880.00","880.00"," ","1094.40"
"02/01/2023 12:00:00 - 02/01/2023 12:15:00","BZN|NL","880.00","880.00"," ","1176.48"
"02/01/2023 12:15:00 - 02/01/2023 12:30:00","BZN|NL","882.00","882.00"," ","1216.76"
"02/01/2023 12:30:00 - 02/01/2023 12:45:00","BZN|NL","889.00","889.00"," ","1240.90"
"02/01/2023 12:45:00 - 02/01/2023 13:00:00","BZN|NL","895.00","895.00"," ","1319.85"
"02/01/2023 13:00:00 - 02/01/2023 13:15:00","BZN|NL","901.00","901.00"," ","1340.53"
"02/01/2023 13:15:00 - 02/01/2023 13:30:00","BZN|NL","925.00","925.00"," ","1268.55"
"02/01/2023 13:30:00 - 02/01/2023 13:45:00","BZN|NL","959.00","959.00"," ","1167.49"
"02/01/2023 13:45:00 - 02/01/2023 14:00:00","BZN|NL","996.00","996.00"," ","1041.07"
"02/01/2023 14:00:00 - 02/01/2023 14:15:00","BZN|NL","1033.00","1033.00"," ","962.84"
"02/01/2023 14:15:00 - 02/01/2023 14:30:00","BZN|NL","1070.00","1070.00"," ","960.07"
"02/01/2023 14:30:00 - 02/01/2023 14:45:00","BZN|NL","1112.00","1112.00"," ","1116.97"
"02/01/2023 14:45:00 - 02/01/2023 15:00:00","BZN|NL","1154.00","1154.00"," ","1186.21"
"02/01/2023 15:00:00 - 02/01/2023 15:15:00","BZN|NL","1194.00","1194.00"," ","1190.23"
"02/01/2023 15:15:00 - 02/01/2023 15:30:00","BZN|NL","1239.00","1239.00"," ","1136.99"
"02/01/2023 15:30:00 - 02/01/2023 15:45:00","BZN|NL","1288.00","1288.00"," ","1111.20"
"02/01/2023 15:45:00 - 02/01/2023 16:00:00","BZN|NL","1336.00","1336.00"," ","1086.14"
"02/01/2023 16:00:00 - 02/01/2023 16:15:00","BZN|NL","1383.00","1383.00"," ","1014.47"
"02/01/2023 16:15:00 - 02/01/2023 16:30:00","BZN|NL","1404.00","1404.00"," ","1043.78"
"02/01/2023 16:30:00 - 02/01/2023 16:45:00","BZN|NL","1402.00","1402.00"," ","1087.81"
"02/01/2023 16:45:00 - 02/01/2023 17:00:00","BZN|NL","1402.00","1402.00"," ","1172.75"
"02/01/2023 17:00:00 - 02/01/2023 17:15:00","BZN|NL","1399.00","1399.00"," ","1113.41"
"02/01/2023 17:15:00 - 02/01/2023 17:30:00","BZN|NL","1396.00","1396.00"," ","1102.82"
"02/01/2023 17:30:00 - 02/01/2023 17:45:00","BZN|NL","1396.00","1396.00"," ","1035.14"
"02/01/2023 17:45:00 - 02/01/2023 18:00:00","BZN|NL","1398.00","1398.00"," ","1019.48"
"02/01/2023 18:00:00 - 02/01/2023 18:15:00","BZN|NL","1395.00","1395.00"," ","1026.30"
"02/01/2023 18:15:00 - 02/01/2023 18:30:00","BZN|NL","1400.00","1400.00"," ","984.35"
"02/01/2023 18:30:00 - 02/01/2023 18:45:00","BZN|NL","1409.00","1409.00"," ","940.11"
"02/01/2023 18:45:00 - 02/01/2023 19:00:00","BZN|NL","1420.00","1420.00"," ","875.01"
"02/01/2023 19:00:00 - 02/01/2023 19:15:00","BZN|NL","1428.00","1428.00"," ","871.21"
"02/01/2023 19:15:00 - 02/01/2023 19:30:00","BZN|NL","1431.00","1431.00"," ","882.83"
"02/01/2023 19:30:00 - 02/01/2023 19:45:00","BZN|NL","1426.00","1426.00"," ","893.31"
"02/01/2023 19:45:00 - 02/01/2023 20:00:00","BZN|NL","1424.00","1424.00"," ","958.26"
"02/01/2023 20:00:00 - 02/01/2023 20:15:00","BZN|NL","1421.00","1421.00"," ","948.35"
"02/01/2023 20:15:00 - 02/01/2023 20:30:00","BZN|NL","1418.00","1418.00"," ","972.15"
"02/01/2023 20:30:00 - 02/01/2023 20:45:00","BZN|NL","1415.00","1415.00"," ","932.22"
"02/01/2023 20:45:00 - 02/01/2023 21:00:00","BZN|NL","1415.00","1415.00"," ","872.35"
"02/01/2023 21:00:00 - 02/01/2023 21:15:00","BZN|NL","1409.00","1409.00"," ","877.40"
"02/01/2023 21:15:00 - 02/01/2023 21:30:00","BZN|NL","1406.00","1406.00"," ","889.36"
"02/01/2023 21:30:00 - 02/01/2023 21:45:00","BZN|NL","1399.00","1399.00"," ","889.94"
"02/01/2023 21:45:00 - 02/01/2023 22:00:00","BZN|NL","1393.00","1393.00"," ","857.77"
"02/01/2023 22:00:00 - 02/01/2023 22:15:00","BZN|NL","1386.00","1386.00"," ","818.90"
"02/01/2023 22:15:00 - 02/01/2023 22:30:00","BZN|NL","1384.00","1384.00"," ","772.76"
"02/01/2023 22:30:00 - 02/01/2023 22:45:00","BZN|NL","1383.00","1383.00"," ","738.23"
"02/01/2023 22:45:00 - 02/01/2023 23:00:00","BZN|NL","1383.00","1383.00"," ","736.77"
"02/01/2023 23:00:00 - 02/01/2023 23:15:00","BZN|NL","1382.00","1382.00"," ","721.16"
"02/01/2023 23:15:00 - 02/01/2023 23:30:00","BZN|NL","1378.00","1378.00"," ","699.44"
"02/01/2023 23:30:00 - 02/01/2023 23:45:00","BZN|NL","1372.00","1372.00"," ","694.17"
"02/01/2023 23:45:00 - 03/01/2023 00:00:00","BZN|NL","1367.00","1367.00"," ","654.73"
"03/01/2023 00:00:00 - 03/01/2023 00:15:00","BZN|NL","1256.00","1256.00"," ","597.68"
"03/01/2023 00:15:00 - 03/01/2023 00:30:00","BZN|NL","1243.00","1243.00"," ","649.09"
"03/01/2023 00:30:00 - 03/01/2023 00:45:00","BZN|NL","1224.00","1224.00"," ","596.69"
"03/01/2023 00:45:00 - 03/01/2023 01:00:00","BZN|NL","1203.00","1203.00"," ","547.11"
"03/01/2023 01:00:00 - 03/01/2023 01:15:00","BZN|NL","1183.00","1183.00"," ","582.03"
"03/01/2023 01:15:00 - 03/01/2023 01:30:00","BZN|NL","1162.00","1162.00"," ","591.67"
"03/01/2023 01:30:00 - 03/01/2023 01:45:00","BZN|NL","1140.00","1140.00"," ","561.48"
"03/01/2023 01:45:00 - 03/01/2023 02:00:00","BZN|NL","1117.00","1117.00"," ","546.59"
"03/01/2023 02:00:00 - 03/01/2023 02:15:00","BZN|NL","1093.00","1093.00"," ","530.67"
"03/01/2023 02:15:00 - 03/01/2023 02:30:00","BZN|NL","1070.00","1070.00"," ","486.32"
"03/01/2023 02:30:00 - 03/01/2023 02:45:00","BZN|NL","1044.00","1044.00"," ","422.48"
"03/01/2023 02:45:00 - 03/01/2023 03:00:00","BZN|NL","1019.00","1019.00"," ","388.46"
"03/01/2023 03:00:00 - 03/01/2023 03:15:00","BZN|NL","994.00","994.00"," ","375.95"
"03/01/2023 03:15:00 - 03/01/2023 03:30:00","BZN|NL","966.00","966.00"," ","354.74"
"03/01/2023 03:30:00 - 03/01/2023 03:45:00","BZN|NL","939.00","939.00"," ","346.03"
"03/01/2023 03:45:00 - 03/01/2023 04:00:00","BZN|NL","914.00","914.00"," ","342.22"
"03/01/2023 04:00:00 - 03/01/2023 04:15:00","BZN|NL","888.00","888.00"," ","336.11"
"03/01/2023 04:15:00 - 03/01/2023 04:30:00","BZN|NL","892.00","892.00"," ","339.76"
"03/01/2023 04:30:00 - 03/01/2023 04:45:00","BZN|NL","931.00","931.00"," ","365.84"
"03/01/2023 04:45:00 - 03/01/2023 05:00:00","BZN|NL","969.00","969.00"," ","349.70"
"03/01/2023 05:00:00 - 03/01/2023 05:15:00","BZN|NL","1007.00","1007.00"," ","333.86"
"03/01/2023 05:15:00 - 03/01/2023 05:30:00","BZN|NL","1050.00","1050.00"," ","342.09"
"03/01/2023 05:30:00 - 03/01/2023 05:45:00","BZN|NL","1092.00","1092.00"," ","364.41"
"03/01/2023 05:45:00 - 03/01/2023 06:00:00","BZN|NL","1138.00","1138.00"," ","374.23"
"03/01/2023 06:00:00 - 03/01/2023 06:15:00","BZN|NL","1179.00","1179.00"," ","417.23"
"03/01/2023 06:15:00 - 03/01/2023 06:30:00","BZN|NL","1229.00","1229.00"," ","488.29"
"03/01/2023 06:30:00 - 03/01/2023 06:45:00","BZN|NL","1280.00","1280.00"," ","524.71"
"03/01/2023 06:45:00 - 03/01/2023 07:00:00","BZN|NL","1332.00","1332.00"," ","550.40"
"03/01/2023 07:00:00 - 03/01/2023 07:15:00","BZN|NL","1382.00","1382.00"," ","577.05"
"03/01/2023 07:15:00 - 03/01/2023 07:30:00","BZN|NL","1435.00","1435.00"," ","618.59"
"03/01/2023 07:30:00 - 03/01/2023 07:45:00","BZN|NL","1487.00","1487.00"," ","657.35"
"03/01/2023 07:45:00 - 03/01/2023 08:00:00","BZN|NL","1539.00","1539.00"," ","725.43"
"03/01/2023 08:00:00 - 03/01/2023 08:15:00","BZN|NL","1592.00","1592.00"," ","754.56"
"03/01/2023 08:15:00 - 03/01/2023 08:30:00","BZN|NL","1650.00","1650.00"," ","729.45"
"03/01/2023 08:30:00 - 03/01/2023 08:45:00","BZN|NL","1714.00","1714.00"," ","734.38"
"03/01/2023 08:45:00 - 03/01/2023 09:00:00","BZN|NL","1780.00","1780.00"," ","729.97"
"03/01/2023 09:00:00 - 03/01/2023 09:15:00","BZN|NL","1842.00","1842.00"," ","749.44"
"03/01/2023 09:15:00 - 03/01/2023 09:30:00","BZN|NL","1910.00","1910.00"," ","803.81"
"03/01/2023 09:30:00 - 03/01/2023 09:45:00","BZN|NL","1979.00","1979.00"," ","872.57"
"03/01/2023 09:45:00 - 03/01/2023 10:00:00","BZN|NL","2049.00","2049.00"," ","915.44"
"03/01/2023 10:00:00 - 03/01/2023 10:15:00","BZN|NL","2121.00","2121.00"," ","960.21"
"03/01/2023 10:15:00 - 03/01/2023 10:30:00","BZN|NL","2192.00","2192.00"," ","972.53"
"03/01/2023 10:30:00 - 03/01/2023 10:45:00","BZN|NL","2267.00","2267.00"," ","972.24"
"03/01/2023 10:45:00 - 03/01/2023 11:00:00","BZN|NL","2340.00","2340.00"," ","973.74"
"03/01/2023 11:00:00 - 03/01/2023 11:15:00","BZN|NL","2412.00","2412.00"," ","1034.09"
"03/01/2023 11:15:00 - 03/01/2023 11:30:00","BZN|NL","2488.00","2488.00"," ","1145.14"
"03/01/2023 11:30:00 - 03/01/2023 11:45:00","BZN|NL","2566.00","2566.00"," ","1172.93"
"03/01/2023 11:45:00 - 03/01/2023 12:00:00","BZN|NL","2643.00","2643.00"," ","1156.92"
"03/01/2023 12:00:00 - 03/01/2023 12:15:00","BZN|NL","2721.00","2721.00"," ","1168.10"
"03/01/2023 12:15:00 - 03/01/2023 12:30:00","BZN|NL","2799.00","2799.00"," ","1206.98"
"03/01/2023 12:30:00 - 03/01/2023 12:45:00","BZN|NL","2877.00","2877.00"," ","1266.62"
"03/01/2023 12:45:00 - 03/01/2023 13:00:00","BZN|NL","2952.00","2952.00"," ","1251.55"
"03/01/2023 13:00:00 - 03/01/2023 13:15:00","BZN|NL","3027.00","3027.00"," ","1250.06"
"03/01/2023 13:15:00 - 03/01/2023 13:30:00","BZN|NL","3101.00","3101.00"," ","1249.16"
"03/01/2023 13:30:00 - 03/01/2023 13:45:00","BZN|NL","3169.00","3169.00"," ","1296.38"
"03/01/2023 13:45:00 - 03/01/2023 14:00:00","BZN|NL","3237.00","3237.00"," ","1301.79"
"03/01/2023 14:00:00 - 03/01/2023 14:15:00","BZN|NL","3303.00","3303.00"," ","1339.73"
"03/01/2023 14:15:00 - 03/01/2023 14:30:00","BZN|NL","3371.00","3371.00"," ","1374.40"
"03/01/2023 14:30:00 - 03/01/2023 14:45:00","BZN|NL","3437.00","3437.00"," ","1376.46"
"03/01/2023 14:45:00 - 03/01/2023 15:00:00","BZN|NL","3505.00","3505.00"," ","1403.93"
"03/01/2023 15:00:00 - 03/01/2023 15:15:00","BZN|NL","3569.00","3569.00"," ","1446.29"
"03/01/2023 15:15:00 - 03/01/2023 15:30:00","BZN|NL","3628.00","3628.00"," ","1473.76"
"03/01/2023 15:30:00 - 03/01/2023 15:45:00","BZN|NL","3682.00","3682.00"," ","1503.97"
